penelitian_id,judul,dosen_id,jurusan_id,tahun,skema,dana,topik,status_publikasi,rekognisi_internasional,diterapkan_masyarakat,ingested_at
PNL2ffcd7df,Penelitian Sustainable Energy - 283ac317,0641086010,JTI,2023,Industri,25000000,Community Development,Jurnal Internasional,False,False,2026-05-17T15:02:44+07:00
PNLaa15e609,Penelitian Community Development - c4b438b0,0650028011,JTP,2020,Mandiri,50000000,Community Development,Belum,False,True,2026-05-17T15:02:44+07:00
PNL381f2425,Penelitian Innovative Industry - 1280e1da,0881660012,JTI,2025,Industri,10000000,Community Development,Belum,False,False,2026-05-17T15:02:44+07:00
PNL3dbcd809,Penelitian Sustainable Energy - b55b3c5c,0881660012,JTI,2022,Dana ITERA,250000000,Community Development,Jurnal Nasional,False,False,2026-05-17T15:02:44+07:00
PNL7337a37e,Penelitian Green Infrastructure - 6f644aac,0881660012,JTI,2023,Hibah Dikti,250000000,Innovative Industry,Belum,False,False,2026-05-17T15:02:44+07:00
PNL642ddada,Penelitian Community Development - 34c93912,0199407013,JSA,2022,Industri,50000000,Community Development,Jurnal Nasional,True,False,2026-05-17T15:02:44+07:00
PNL2b26d322,Penelitian Innovative Industry - 27b0c55d,0199407013,JSA,2022,Hibah Dikti,25000000,Innovative Industry,Jurnal Nasional,False,False,2026-05-17T15:02:44+07:00
PNL2f07a0aa,Penelitian Community Development - a7d30bd9,0199407013,JSA,2021,Mandiri,5000000,Innovative Industry,Jurnal Nasional,True,True,2026-05-17T15:02:44+07:00
PNLebe938ff,Penelitian Sustainable Energy - 61e60d20,0736311014,JTI,2022,Industri,10000000,Community Development,Jurnal Nasional,True,False,2026-05-17T15:02:44+07:00
PNL41928a4a,Penelitian Community Development - 62512826,0736311014,JTI,2020,Hibah Dikti,250000000,Innovative Industry,Belum,False,True,2026-05-17T15:02:44+07:00
PNL57e9a27a,Penelitian Sustainable Energy - 194c0ffe,0736311014,JTI,2021,Industri,10000000,Sustainable Energy,Belum,False,False,2026-05-17T15:02:44+07:00
PNLc42b754c,Penelitian Community Development - 837dc42d,0811531015,JTI,2023,Industri,50000000,Community Development,Jurnal Internasional,True,False,2026-05-17T15:02:44+07:00
PNL88b5a4a0,Penelitian Green Infrastructure - d9af2aa2,0811531015,JTI,2023,Dana ITERA,10000000,Community Development,Jurnal Nasional,False,False,2026-05-17T15:02:44+07:00
PNL92dab4cb,Penelitian Innovative Industry - fe6ed6af,0854318016,JTI,2024,Mandiri,250000000,Innovative Industry,Jurnal Nasional,False,False,2026-05-17T15:02:44+07:00
PNL3ade9ee1,Penelitian Innovative Industry - bc4aa24c,0572793017,JTK,2020,Hibah Dikti,250000000,Innovative Industry,Belum,False,False,2026-05-17T15:02:44+07:00
PNLd351aaf6,Penelitian Sustainable Energy - e9761f03,0572793017,JTK,2021,Industri,250000000,Innovative Industry,Jurnal Internasional,False,False,2026-05-17T15:02:44+07:00
PNL369bc504,Penelitian Sustainable Energy - 31623e47,0977618018,JSA,2021,Mandiri,25000000,Innovative Industry,Belum,False,False,2026-05-17T15:02:44+07:00
PNL4923e492,Penelitian Green Infrastructure - fd17a3ee,0977618018,JSA,2020,Industri,50000000,Innovative Industry,Jurnal Internasional,False,False,2026-05-17T15:02:44+07:00
PNL9d120e31,Penelitian Innovative Industry - 6cb63bfd,0178756019,JSA,2024,Dana ITERA,50000000,Innovative Industry,Jurnal Nasional,False,True,2026-05-17T15:02:44+07:00
PNL1073fd41,Penelitian Green Infrastructure - a8b3a18d,0890507020,JTK,2022,Dana ITERA,10000000,Sustainable Energy,Belum,False,False,2026-05-17T15:02:44+07:00
PNLe316e07a,Penelitian Sustainable Energy - 130a43c0,0890507020,JTK,2025,Hibah Dikti,25000000,Community Development,Belum,False,False,2026-05-17T15:02:44+07:00
PNLf2985f3f,Penelitian Sustainable Energy - a6d139e8,0977209021,JTP,2020,Mandiri,50000000,Green Infrastructure,Jurnal Nasional,True,False,2026-05-17T15:02:44+07:00
PNL6a1c3a61,Penelitian Sustainable Energy - f5eecab1,0240448022,JTK,2024,Mandiri,5000000,Innovative Industry,Jurnal Nasional,False,False,2026-05-17T15:02:44+07:00
PNL29d3e1e4,Penelitian Green Infrastructure - 14ea274a,0886295023,JSA,2025,Mandiri,50000000,Sustainable Energy,Belum,False,True,2026-05-17T15:02:44+07:00
PNL7262c1dd,Penelitian Innovative Industry - d027bb8d,0686659024,JTK,2024,Industri,250000000,Green Infrastructure,Jurnal Nasional,False,False,2026-05-17T15:02:44+07:00
PNLe9eeb214,Penelitian Sustainable Energy - 0040c4eb,0686659024,JTK,2022,Dana ITERA,100000000,Sustainable Energy,Belum,False,False,2026-05-17T15:02:44+07:00
PNL846be17c,Penelitian Community Development - e5c6f547,0761133025,JSA,2023,Industri,5000000,Sustainable Energy,Jurnal Nasional,False,False,2026-05-17T15:02:44+07:00
PNL669c0b3c,Penelitian Innovative Industry - 84b36176,0761133025,JSA,2025,Industri,50000000,Innovative Industry,Jurnal Nasional,False,False,2026-05-17T15:02:44+07:00
PNL02cf2078,Penelitian Sustainable Energy - aff0d33b,0557463026,JTI,2020,Dana ITERA,5000000,Sustainable Energy,Belum,False,False,2026-05-17T15:02:44+07:00
PNLcf5760ac,Penelitian Sustainable Energy - f41d2958,0557463026,JTI,2020,Industri,10000000,Community Development,Jurnal Nasional,False,False,2026-05-17T15:02:44+07:00
PNL6b8f6a78,Penelitian Sustainable Energy - 576857b1,0870232027,JTK,2020,Industri,10000000,Community Development,Jurnal Internasional,False,False,2026-05-17T15:02:44+07:00
PNL8035aac0,Penelitian Innovative Industry - 04649d4d,0870232027,JTK,2025,Mandiri,5000000,Green Infrastructure,Jurnal Nasional,False,False,2026-05-17T15:02:44+07:00
PNLf1137d30,Penelitian Sustainable Energy - cc0fae67,0502216029,JTI,2020,Hibah Dikti,100000000,Sustainable Energy,Belum,False,False,2026-05-17T15:02:44+07:00
PNL16f40526,Penelitian Innovative Industry - fb97e319,0498823030,JTI,2025,Hibah Dikti,100000000,Sustainable Energy,Jurnal Nasional,False,True,2026-05-17T15:02:44+07:00
PNLfd50ebf4,Penelitian Sustainable Energy - ff402804,0498823030,JTI,2020,Hibah Dikti,250000000,Sustainable Energy,Belum,False,False,2026-05-17T15:02:44+07:00
PNLa9b3c61a,Penelitian Innovative Industry - 50c239cb,0498823030,JTI,2021,Mandiri,10000000,Community Development,Jurnal Internasional,True,False,2026-05-17T15:02:44+07:00
PNLb99a969f,Penelitian Green Infrastructure - ec407f64,0653527031,JTI,2025,Industri,50000000,Innovative Industry,Jurnal Nasional,False,True,2026-05-17T15:02:44+07:00
PNLfab3ab33,Penelitian Sustainable Energy - d0439f24,0653527031,JTI,2025,Hibah Dikti,25000000,Green Infrastructure,Belum,False,True,2026-05-17T15:02:44+07:00
PNL252471df,Penelitian Community Development - 2837479f,0653527031,JTI,2022,Dana ITERA,50000000,Green Infrastructure,Jurnal Internasional,False,False,2026-05-17T15:02:44+07:00
PNL143c1bf4,Penelitian Green Infrastructure - 7a4bb288,0653527031,JTI,2025,Mandiri,50000000,Innovative Industry,Belum,False,False,2026-05-17T15:02:44+07:00
PNLeecae411,Penelitian Innovative Industry - b3bbabed,0501263032,JTI,2025,Mandiri,50000000,Sustainable Energy,Jurnal Internasional,False,False,2026-05-17T15:02:44+07:00
PNL3fd941a1,Penelitian Green Infrastructure - 923a3559,0501263032,JTI,2022,Mandiri,100000000,Sustainable Energy,Jurnal Nasional,False,False,2026-05-17T15:02:44+07:00
PNL2edb13b7,Penelitian Community Development - c2852cbb,0501263032,JTI,2020,Dana ITERA,10000000,Sustainable Energy,Jurnal Nasional,True,True,2026-05-17T15:02:44+07:00
PNL9509e360,Penelitian Sustainable Energy - a498c9d4,0501263032,JTI,2021,Industri,100000000,Innovative Industry,Jurnal Nasional,False,True,2026-05-17T15:02:44+07:00
PNL7150d13a,Penelitian Sustainable Energy - ae4dead8,0501263032,JTI,2020,Hibah Dikti,100000000,Sustainable Energy,Jurnal Nasional,False,False,2026-05-17T15:02:44+07:00
PNL203b923e,Penelitian Innovative Industry - 34317143,0970758033,JMB,2025,Hibah Dikti,50000000,Sustainable Energy,Jurnal Internasional,False,False,2026-05-17T15:02:44+07:00
PNLaa4c4507,Penelitian Sustainable Energy - 7e4dd67d,0970758033,JMB,2022,Industri,50000000,Innovative Industry,Belum,False,False,2026-05-17T15:02:44+07:00
PNLf663bd63,Penelitian Sustainable Energy - 9cf00fea,0666800034,JSA,2025,Mandiri,50000000,Innovative Industry,Jurnal Internasional,False,True,2026-05-17T15:02:44+07:00
PNLaaee4df0,Penelitian Innovative Industry - 7ee78a36,0455276035,JTI,2025,Industri,50000000,Innovative Industry,Jurnal Internasional,False,False,2026-05-17T15:02:44+07:00
PNL0b878350,Penelitian Sustainable Energy - 3ffae006,0455276035,JTI,2021,Mandiri,50000000,Community Development,Belum,False,False,2026-05-17T15:02:44+07:00
PNL46a503bf,Penelitian Green Infrastructure - 02d5af25,0455276035,JTI,2021,Dana ITERA,100000000,Green Infrastructure,Belum,False,False,2026-05-17T15:02:44+07:00
PNL50cdeb37,Penelitian Sustainable Energy - 15590cea,0455276035,JTI,2021,Mandiri,250000000,Innovative Industry,Belum,True,False,2026-05-17T15:02:44+07:00
PNLa1fc8df0,Penelitian Green Infrastructure - 6f3e5ec0,0455276035,JTI,2022,Mandiri,250000000,Community Development,Belum,False,True,2026-05-17T15:02:44+07:00
PNL65f0fc0d,Penelitian Sustainable Energy - f84fe9e2,0466171036,JMB,2021,Dana ITERA,5000000,Community Development,Jurnal Internasional,False,True,2026-05-17T15:02:44+07:00
PNL89ffe98b,Penelitian Green Infrastructure - 6f004803,0870298037,JTI,2023,Industri,10000000,Community Development,Jurnal Internasional,False,False,2026-05-17T15:02:44+07:00
PNLeadc9947,Penelitian Green Infrastructure - c6794316,0870298037,JTI,2024,Industri,50000000,Green Infrastructure,Jurnal Internasional,False,False,2026-05-17T15:02:44+07:00
PNL6af25074,Penelitian Innovative Industry - b8cfa8ea,0870298037,JTI,2024,Mandiri,50000000,Sustainable Energy,Belum,False,True,2026-05-17T15:02:44+07:00
PNLb8d27e8d,Penelitian Community Development - 1c396340,0216905039,JTK,2024,Hibah Dikti,250000000,Green Infrastructure,Jurnal Nasional,False,False,2026-05-17T15:02:44+07:00
PNL848c2f95,Penelitian Sustainable Energy - 94671413,0824983040,JTI,2022,Hibah Dikti,10000000,Sustainable Energy,Belum,False,False,2026-05-17T15:02:44+07:00
PNLc975c2b4,Penelitian Community Development - 6ac4012d,0824983040,JTI,2022,Industri,50000000,Community Development,Jurnal Nasional,False,False,2026-05-17T15:02:44+07:00
PNLdd0d1ae2,Penelitian Community Development - c525a35a,0600191041,JSA,2022,Mandiri,100000000,Innovative Industry,Jurnal Nasional,False,False,2026-05-17T15:02:44+07:00
PNL318a8cc6,Penelitian Green Infrastructure - dc89477e,0600191041,JSA,2020,Industri,250000000,Community Development,Jurnal Internasional,False,False,2026-05-17T15:02:44+07:00
PNLca49469c,Penelitian Sustainable Energy - 32a41de5,0600191041,JSA,2020,Dana ITERA,250000000,Innovative Industry,Jurnal Nasional,False,False,2026-05-17T15:02:44+07:00
PNL9a77ca47,Penelitian Community Development - c5c43a5a,0282759042,JMB,2023,Mandiri,5000000,Sustainable Energy,Jurnal Internasional,False,False,2026-05-17T15:02:44+07:00
PNL8c4b9c9d,Penelitian Green Infrastructure - 97a47cd0,0282759042,JMB,2020,Dana ITERA,25000000,Innovative Industry,Belum,False,False,2026-05-17T15:02:44+07:00
PNLefcb94bf,Penelitian Sustainable Energy - 627fc81c,0356527043,JMB,2022,Mandiri,25000000,Community Development,Jurnal Internasional,False,False,2026-05-17T15:02:44+07:00
PNLf3fcf219,Penelitian Innovative Industry - 7a78ca26,0356527043,JMB,2024,Industri,5000000,Community Development,Jurnal Nasional,False,False,2026-05-17T15:02:44+07:00
PNLb389333c,Penelitian Innovative Industry - 08700656,0485717044,JTP,2024,Mandiri,5000000,Innovative Industry,Jurnal Internasional,False,False,2026-05-17T15:02:44+07:00
PNLb2819e08,Penelitian Sustainable Energy - 34dd3da1,0485717044,JTP,2020,Hibah Dikti,10000000,Sustainable Energy,Jurnal Internasional,False,False,2026-05-17T15:02:44+07:00
PNL9371604b,Penelitian Green Infrastructure - ddea53a2,0485717044,JTP,2022,Industri,10000000,Green Infrastructure,Belum,False,False,2026-05-17T15:02:44+07:00
PNL9c34583c,Penelitian Green Infrastructure - 46eeecd7,0275572045,JTI,2024,Hibah Dikti,100000000,Green Infrastructure,Belum,False,False,2026-05-17T15:02:44+07:00
PNL8421dbd7,Penelitian Green Infrastructure - 2142dbd7,0275572045,JTI,2025,Industri,50000000,Community Development,Jurnal Nasional,False,False,2026-05-17T15:02:44+07:00
PNL3846f170,Penelitian Community Development - 84c42a95,0275572045,JTI,2024,Mandiri,25000000,Green Infrastructure,Jurnal Internasional,False,False,2026-05-17T15:02:44+07:00
PNL42f4afc2,Penelitian Sustainable Energy - 65616471,0275572045,JTI,2022,Hibah Dikti,50000000,Sustainable Energy,Belum,False,False,2026-05-17T15:02:44+07:00
PNLa39eb9fa,Penelitian Innovative Industry - b8933315,0926738046,JTP,2023,Hibah Dikti,250000000,Community Development,Jurnal Nasional,True,False,2026-05-17T15:02:44+07:00
PNL3023dedd,Penelitian Community Development - db2a6d55,0926738046,JTP,2021,Mandiri,250000000,Community Development,Jurnal Nasional,False,True,2026-05-17T15:02:44+07:00
PNL8186957f,Penelitian Community Development - d7fe1393,0260673047,JSA,2024,Industri,100000000,Sustainable Energy,Jurnal Nasional,False,True,2026-05-17T15:02:44+07:00
PNL06fe025f,Penelitian Community Development - fe26c765,0872403048,JTI,2023,Hibah Dikti,100000000,Sustainable Energy,Belum,False,False,2026-05-17T15:02:44+07:00
PNL7c5e9cc6,Penelitian Sustainable Energy - ad2d978d,0872403048,JTI,2025,Industri,25000000,Community Development,Jurnal Nasional,False,False,2026-05-17T15:02:44+07:00
PNLa72a22c7,Penelitian Innovative Industry - 5598a1da,0763840049,JTK,2020,Mandiri,5000000,Sustainable Energy,Jurnal Nasional,False,False,2026-05-17T15:02:44+07:00
PNL8fc742d5,Penelitian Community Development - bd87e702,0763840049,JTK,2024,Hibah Dikti,50000000,Innovative Industry,Jurnal Nasional,False,True,2026-05-17T15:02:44+07:00
PNLbb9b9c39,Penelitian Sustainable Energy - 80843f24,0763840049,JTK,2024,Dana ITERA,100000000,Community Development,Belum,False,True,2026-05-17T15:02:44+07:00
PNL7fcdec17,Penelitian Community Development - 45c8428f,0763840049,JTK,2020,Industri,100000000,Innovative Industry,Jurnal Nasional,False,False,2026-05-17T15:02:44+07:00
PNL210ecd0c,Penelitian Innovative Industry - 1f33a2c5,0763840049,JTK,2022,Industri,250000000,Innovative Industry,Jurnal Internasional,False,False,2026-05-17T15:02:44+07:00
PNLb0d3557b,Penelitian Sustainable Energy - 61d034ea,0329951050,JTK,2020,Dana ITERA,5000000,Green Infrastructure,Belum,False,False,2026-05-17T15:02:44+07:00
PNL63b17a1d,Penelitian Green Infrastructure - bad603fd,0681227051,JTI,2023,Mandiri,100000000,Sustainable Energy,Jurnal Internasional,False,False,2026-05-17T15:02:44+07:00
PNL490acedd,Penelitian Community Development - 90b6a5a0,0681227051,JTI,2023,Hibah Dikti,50000000,Innovative Industry,Jurnal Internasional,False,True,2026-05-17T15:02:44+07:00
PNL29d19640,Penelitian Sustainable Energy - 7eb0a031,0745422052,JTK,2025,Mandiri,250000000,Community Development,Jurnal Internasional,True,False,2026-05-17T15:02:44+07:00
PNL0a9fe0b8,Penelitian Community Development - 3e2a2d88,0745422052,JTK,2021,Mandiri,25000000,Sustainable Energy,Jurnal Internasional,False,True,2026-05-17T15:02:44+07:00
PNL315094c3,Penelitian Community Development - 903285b3,0745422052,JTK,2020,Industri,25000000,Green Infrastructure,Belum,False,True,2026-05-17T15:02:44+07:00
PNL60cceed8,Penelitian Green Infrastructure - 540b7229,0418293053,JTI,2023,Dana ITERA,25000000,Sustainable Energy,Jurnal Nasional,False,True,2026-05-17T15:02:44+07:00
PNL2df93066,Penelitian Community Development - 98c740a2,0852677054,JSA,2025,Dana ITERA,50000000,Sustainable Energy,Jurnal Nasional,False,True,2026-05-17T15:02:44+07:00
PNLcec1a0e4,Penelitian Sustainable Energy - 779b2e8a,0852677054,JSA,2022,Mandiri,5000000,Sustainable Energy,Belum,False,False,2026-05-17T15:02:44+07:00
PNL58b1d31a,Penelitian Community Development - ea5f9db9,0852677054,JSA,2021,Industri,250000000,Community Development,Jurnal Nasional,False,False,2026-05-17T15:02:44+07:00
PNLa032eb61,Penelitian Sustainable Energy - c8b8bdef,0309279055,JTI,2020,Hibah Dikti,5000000,Community Development,Belum,False,False,2026-05-17T15:02:44+07:00
PNLfa3e088d,Penelitian Innovative Industry - 7f120abe,0309279055,JTI,2025,Mandiri,10000000,Sustainable Energy,Jurnal Internasional,False,False,2026-05-17T15:02:44+07:00
PNLa9c4caa0,Penelitian Green Infrastructure - 5ef0a0fc,0309279055,JTI,2023,Dana ITERA,5000000,Innovative Industry,Jurnal Internasional,False,False,2026-05-17T15:02:44+07:00
PNL342db026,Penelitian Community Development - 8e9a608f,0309279055,JTI,2023,Dana ITERA,50000000,Community Development,Jurnal Internasional,False,False,2026-05-17T15:02:44+07:00
PNL04ddbef5,Penelitian Green Infrastructure - bf753e19,0185174056,JTP,2025,Industri,10000000,Green Infrastructure,Belum,False,False,2026-05-17T15:02:44+07:00
PNLa3d5b989,Penelitian Green Infrastructure - adafd6a0,0185174056,JTP,2022,Hibah Dikti,25000000,Innovative Industry,Jurnal Nasional,False,False,2026-05-17T15:02:44+07:00
PNL613d7fff,Penelitian Green Infrastructure - 06fe9ae2,0510075057,JTI,2020,Hibah Dikti,50000000,Community Development,Jurnal Internasional,True,False,2026-05-17T15:02:44+07:00
PNL7db2e4d1,Penelitian Community Development - 89a68cd8,0315635058,JTI,2020,Mandiri,100000000,Innovative Industry,Jurnal Nasional,False,False,2026-05-17T15:02:44+07:00
PNL8ec802d0,Penelitian Sustainable Energy - 4d70b547,0315635058,JTI,2022,Dana ITERA,50000000,Green Infrastructure,Jurnal Internasional,False,False,2026-05-17T15:02:44+07:00
PNL0151ae18,Penelitian Innovative Industry - d613e691,0315635058,JTI,2023,Dana ITERA,50000000,Innovative Industry,Belum,False,False,2026-05-17T15:02:44+07:00
PNLf2ae3742,Penelitian Sustainable Energy - 3dc35fbd,0543779059,JTI,2021,Dana ITERA,100000000,Sustainable Energy,Belum,False,False,2026-05-17T15:02:44+07:00
PNLc151d2ec,Penelitian Innovative Industry - b53b1ead,0431352060,JTP,2022,Mandiri,10000000,Innovative Industry,Belum,False,True,2026-05-17T15:02:44+07:00
PNL7867678a,Penelitian Green Infrastructure - 10dbbc64,0431352060,JTP,2023,Hibah Dikti,250000000,Community Development,Jurnal Nasional,False,True,2026-05-17T15:02:44+07:00
PNLa36fe957,Penelitian Community Development - e5b93789,0484387061,JTP,2023,Hibah Dikti,100000000,Innovative Industry,Belum,True,False,2026-05-17T15:02:44+07:00
PNL4c69e3c5,Penelitian Sustainable Energy - 2bab3e4e,0484387061,JTP,2023,Mandiri,50000000,Sustainable Energy,Belum,False,False,2026-05-17T15:02:44+07:00
PNLbd864d50,Penelitian Green Infrastructure - 71b0eac6,0484387061,JTP,2021,Industri,100000000,Community Development,Belum,False,False,2026-05-17T15:02:44+07:00
PNL80bf3cba,Penelitian Sustainable Energy - 4d45591f,0484387061,JTP,2021,Mandiri,50000000,Sustainable Energy,Belum,True,False,2026-05-17T15:02:44+07:00
PNL85aaaf44,Penelitian Community Development - 97e1b751,0718114062,JMB,2023,Hibah Dikti,50000000,Innovative Industry,Belum,False,True,2026-05-17T15:02:44+07:00
PNLffe96763,Penelitian Community Development - 406bf71a,0718114062,JMB,2025,Mandiri,50000000,Sustainable Energy,Belum,False,True,2026-05-17T15:02:44+07:00
PNL5e24e294,Penelitian Innovative Industry - e95d1a91,0284136063,JTP,2020,Hibah Dikti,5000000,Community Development,Belum,False,True,2026-05-17T15:02:44+07:00
PNL91ff4c08,Penelitian Innovative Industry - aa60277d,0489290065,JTP,2022,Hibah Dikti,10000000,Sustainable Energy,Jurnal Nasional,False,True,2026-05-17T15:02:44+07:00
PNLc942ca40,Penelitian Community Development - 952a5389,0489290065,JTP,2025,Mandiri,50000000,Community Development,Jurnal Internasional,False,False,2026-05-17T15:02:44+07:00
PNL83521105,Penelitian Green Infrastructure - c29bee16,0489290065,JTP,2023,Dana ITERA,100000000,Community Development,Jurnal Internasional,False,False,2026-05-17T15:02:44+07:00
PNL3279cd4c,Penelitian Innovative Industry - 8ff59896,0817855066,JTP,2023,Industri,100000000,Community Development,Belum,False,False,2026-05-17T15:02:44+07:00
PNL57c90904,Penelitian Community Development - 47924e42,0817855066,JTP,2020,Hibah Dikti,5000000,Community Development,Jurnal Nasional,False,False,2026-05-17T15:02:44+07:00
PNL31bb7679,Penelitian Sustainable Energy - eb7f1cf3,0464666067,JTI,2021,Mandiri,10000000,Sustainable Energy,Jurnal Nasional,True,False,2026-05-17T15:02:44+07:00
PNL81f0c07b,Penelitian Innovative Industry - 7bfe4c2f,0464666067,JTI,2021,Dana ITERA,5000000,Community Development,Jurnal Nasional,False,False,2026-05-17T15:02:44+07:00
PNLda59a7cd,Penelitian Innovative Industry - e72b0b54,0464666067,JTI,2023,Dana ITERA,10000000,Sustainable Energy,Belum,False,False,2026-05-17T15:02:44+07:00
PNLfa29715b,Penelitian Innovative Industry - 3e6fac1f,0655290068,JTI,2024,Hibah Dikti,250000000,Green Infrastructure,Jurnal Nasional,False,False,2026-05-17T15:02:44+07:00
PNL997b67be,Penelitian Sustainable Energy - dc6c7466,0655290068,JTI,2021,Industri,25000000,Sustainable Energy,Jurnal Internasional,False,False,2026-05-17T15:02:44+07:00
PNLefdcac1d,Penelitian Green Infrastructure - 74a09c63,0655290068,JTI,2021,Mandiri,10000000,Sustainable Energy,Jurnal Nasional,False,False,2026-05-17T15:02:44+07:00
PNLb4d43ccc,Penelitian Innovative Industry - f7cdeb4c,0892295069,JTI,2024,Hibah Dikti,100000000,Community Development,Belum,False,False,2026-05-17T15:02:44+07:00
PNL481f885c,Penelitian Sustainable Energy - ae7b45ec,0892295069,JTI,2023,Dana ITERA,100000000,Innovative Industry,Belum,False,False,2026-05-17T15:02:44+07:00
PNL86ccce3a,Penelitian Sustainable Energy - f09a91ec,0958454070,JTI,2024,Dana ITERA,100000000,Sustainable Energy,Jurnal Nasional,False,True,2026-05-17T15:02:44+07:00
PNL6ce7a437,Penelitian Sustainable Energy - 42596b3a,0958454070,JTI,2022,Hibah Dikti,100000000,Community Development,Belum,False,False,2026-05-17T15:02:44+07:00
PNL25414d44,Penelitian Sustainable Energy - 0acd04ab,0958454070,JTI,2021,Hibah Dikti,25000000,Community Development,Jurnal Nasional,False,False,2026-05-17T15:02:44+07:00
PNL99aa77f4,Penelitian Green Infrastructure - ce848433,0958454070,JTI,2023,Hibah Dikti,100000000,Community Development,Jurnal Nasional,False,False,2026-05-17T15:02:44+07:00
PNL560ab191,Penelitian Sustainable Energy - a97de43a,0477331071,JTK,2025,Mandiri,10000000,Sustainable Energy,Jurnal Internasional,False,False,2026-05-17T15:02:44+07:00
PNL3662db24,Penelitian Community Development - 2c4e5c84,0477331071,JTK,2021,Mandiri,50000000,Green Infrastructure,Jurnal Nasional,False,False,2026-05-17T15:02:44+07:00
PNLbdf704fd,Penelitian Innovative Industry - 6239d020,0823975072,JTK,2024,Hibah Dikti,250000000,Innovative Industry,Jurnal Nasional,False,False,2026-05-17T15:02:44+07:00
PNL63a12906,Penelitian Green Infrastructure - b7013556,0823975072,JTK,2021,Mandiri,10000000,Green Infrastructure,Belum,True,True,2026-05-17T15:02:44+07:00
PNL47068bd2,Penelitian Innovative Industry - 5a2557e6,0566731073,JTK,2025,Industri,5000000,Sustainable Energy,Jurnal Nasional,False,False,2026-05-17T15:02:44+07:00
PNLa17a7421,Penelitian Green Infrastructure - 1dc60391,0566731073,JTK,2022,Hibah Dikti,10000000,Green Infrastructure,Belum,False,False,2026-05-17T15:02:44+07:00
PNL4f8f55ed,Penelitian Green Infrastructure - 319b53d9,0566731073,JTK,2020,Dana ITERA,10000000,Innovative Industry,Jurnal Nasional,False,False,2026-05-17T15:02:44+07:00
PNL4c8eebfd,Penelitian Green Infrastructure - 5a8de9de,0566731073,JTK,2023,Mandiri,10000000,Green Infrastructure,Jurnal Internasional,False,False,2026-05-17T15:02:44+07:00
PNLe729b33b,Penelitian Sustainable Energy - 260ff064,0763053074,JTP,2023,Hibah Dikti,10000000,Innovative Industry,Jurnal Nasional,False,False,2026-05-17T15:02:44+07:00
PNL7635c907,Penelitian Sustainable Energy - 47a2a52e,0151811075,JTI,2025,Dana ITERA,100000000,Community Development,Jurnal Internasional,False,False,2026-05-17T15:02:44+07:00
