mbkm_id,mahasiswa_id,prodi_id,jenis_mbkm,institusi_mitra,sks_diakui,tahun,semester,prestasi_nasional,ingested_at
MBKM7d90ec24,2023TK13890,TK,Wirausaha,PT Pertamina,24,2024,Ganjil,False,2026-05-17T15:02:44+07:00
MBKM2f9b3b9a,2024TL32863,TL,Magang,PT Telkom Indonesia,22,2025,Genap,False,2026-05-17T15:02:44+07:00
MBKM0b40ffd3,2020BIO14056,BIO,Magang,ITS,22,2025,Genap,False,2026-05-17T15:02:44+07:00
MBKM9c5a4dd7,2021TL39119,TL,KKN Tematik,Toyota Motor Manufacturing,12,2023,Genap,False,2026-05-17T15:02:44+07:00
MBKMe3e84d15,2024TG36606,TG,Magang,Telkom University,6,2025,Genap,False,2026-05-17T15:02:44+07:00
MBKMaf1f3d1b,2023AR10769,AR,Wirausaha,Universitas Indonesia,24,2025,Genap,False,2026-05-17T15:02:44+07:00
MBKM9d4db0b3,2023TG04285,TG,Wirausaha,World Bank Jakarta,24,2024,Genap,False,2026-05-17T15:02:44+07:00
MBKMb56a84c0,2024TLK08098,TLK,KKN Tematik,PT Pertamina,20,2025,Ganjil,False,2026-05-17T15:02:44+07:00
MBKM3f21d248,2023IF28545,IF,Pertukaran,PT PLN,12,2025,Genap,False,2026-05-17T15:02:44+07:00
MBKM9dbf7e50,2024FT39015,FT,Proyek Kemanusiaan,LIPI,12,2025,Genap,False,2026-05-17T15:02:44+07:00
MBKMd32f69ad,2020TM14365,TM,Proyek Kemanusiaan,World Bank Jakarta,6,2025,Genap,False,2026-05-17T15:02:44+07:00
MBKM0ae1259c,2022TK43288,TK,Riset,PT Astra International,20,2025,Ganjil,False,2026-05-17T15:02:44+07:00
MBKM5d5a7ecb,2022TP35111,TP,Pertukaran,JICA Indonesia,20,2023,Genap,False,2026-05-17T15:02:44+07:00
MBKMb789b2d2,2022TG17145,TG,Proyek Kemanusiaan,Unila,24,2025,Genap,False,2026-05-17T15:02:44+07:00
MBKM70bf0e04,2022TS31857,TS,Riset,UNDP Indonesia,20,2024,Ganjil,True,2026-05-17T15:02:44+07:00
MBKM5dc1eaee,2020TL48503,TL,Magang,IPB University,22,2022,Ganjil,False,2026-05-17T15:02:44+07:00
MBKM062653f0,2023TE36679,TE,Riset,BMKG,20,2024,Genap,False,2026-05-17T15:02:44+07:00
MBKM172c5bca,2021TL18362,TL,Wirausaha,Huawei Indonesia,12,2025,Ganjil,False,2026-05-17T15:02:44+07:00
MBKM2bde02dd,2022TL30259,TL,Pertukaran,World Bank Jakarta,6,2023,Ganjil,False,2026-05-17T15:02:44+07:00
MBKMfea36493,2023TL05945,TL,KKN Tematik,LIPI,6,2024,Genap,False,2026-05-17T15:02:44+07:00
MBKM44e72ac8,2024AR41144,AR,Wirausaha,BRIN,20,2025,Ganjil,True,2026-05-17T15:02:44+07:00
MBKMed20d13b,2024SK19354,SK,KKN Tematik,IPB University,22,2025,Genap,False,2026-05-17T15:02:44+07:00
MBKM6d7a9fc8,2020GL29248,GL,Magang,Chulalongkorn University,12,2021,Genap,True,2026-05-17T15:02:44+07:00
MBKM9442b272,2024TG11442,TG,Magang,Universitas Lampung,6,2025,Ganjil,False,2026-05-17T15:02:44+07:00
MBKMd5ce7576,2024FT19389,FT,Magang,PT Telkom Indonesia,20,2025,Ganjil,False,2026-05-17T15:02:44+07:00
MBKMd63a550c,2021TI35970,TI,Pertukaran,JICA Indonesia,20,2023,Genap,False,2026-05-17T15:02:44+07:00
MBKM6ef4a18c,2024TS10534,TS,Wirausaha,PT Astra International,6,2025,Ganjil,False,2026-05-17T15:02:44+07:00
MBKMf3de31e9,2021TS39220,TS,Proyek Kemanusiaan,TU Delft,20,2025,Ganjil,False,2026-05-17T15:02:44+07:00
MBKM4548ad05,2020TS41141,TS,Proyek Kemanusiaan,UGM,20,2022,Genap,False,2026-05-17T15:02:44+07:00
MBKM2b76247e,2020AG08582,AG,Riset,Google Indonesia,20,2023,Genap,False,2026-05-17T15:02:44+07:00
MBKM6dc326b1,2023KIM34719,KIM,Pertukaran,BRIN,20,2025,Ganjil,False,2026-05-17T15:02:44+07:00
MBKM83bf0fa1,2021GD35733,GD,Riset,JICA Indonesia,22,2025,Ganjil,False,2026-05-17T15:02:44+07:00
MBKMd70f5037,2022MB42734,MB,Wirausaha,Universiti Malaya,22,2025,Ganjil,False,2026-05-17T15:02:44+07:00
MBKM46be3322,2020FIS05476,FIS,Wirausaha,Politeknik Negeri Lampung,22,2022,Genap,False,2026-05-17T15:02:44+07:00
MBKM856e4a0c,2024MB26853,MB,Magang,Osaka University,20,2025,Genap,False,2026-05-17T15:02:44+07:00
MBKM1241eaa0,2022TP48970,TP,Riset,PT Pertamina,20,2023,Ganjil,False,2026-05-17T15:02:44+07:00
MBKM09e9d5fc,2022KIM18438,KIM,Pertukaran,BRIN,6,2023,Genap,True,2026-05-17T15:02:44+07:00
MBKM900ebb26,2021MB28476,MB,Pertukaran,PT Bukit Asam,20,2023,Ganjil,False,2026-05-17T15:02:44+07:00
MBKM6777a236,2020BIO32538,BIO,Magang,Unila,24,2023,Ganjil,False,2026-05-17T15:02:44+07:00
MBKMe9ac38a6,2022TK28985,TK,Magang,Bank Indonesia,22,2025,Genap,False,2026-05-17T15:02:44+07:00
MBKMe891e987,2021AR47906,AR,Pertukaran,BPS Lampung,6,2024,Ganjil,False,2026-05-17T15:02:44+07:00
MBKM4f781714,2022MTK00196,MTK,Pertukaran,UGM,20,2025,Ganjil,False,2026-05-17T15:02:44+07:00
MBKM95aa70ec,2022TI20116,TI,Wirausaha,Politeknik Negeri Lampung,22,2025,Ganjil,False,2026-05-17T15:02:44+07:00
MBKM2bd33b78,2024GD09526,GD,Magang,Toyota Motor Manufacturing,12,2025,Genap,False,2026-05-17T15:02:44+07:00
MBKMc0de484f,2022TI27014,TI,Wirausaha,Unila,12,2023,Ganjil,False,2026-05-17T15:02:44+07:00
MBKM566a152b,2020FT43583,FT,Proyek Kemanusiaan,Osaka University,20,2025,Genap,False,2026-05-17T15:02:44+07:00
MBKM14193f4f,2020TP24941,TP,Magang,NUS Singapore,6,2024,Genap,False,2026-05-17T15:02:44+07:00
MBKM6344e7bc,2024PWK01769,PWK,Riset,UGM,20,2025,Ganjil,False,2026-05-17T15:02:44+07:00
MBKM73021b67,2023AG41843,AG,Riset,PT Telkom Indonesia,6,2025,Genap,False,2026-05-17T15:02:44+07:00
MBKM675257ed,2023TS47825,TS,Magang,Unsri,22,2024,Ganjil,False,2026-05-17T15:02:44+07:00
MBKM20b599da,2024TLK20751,TLK,KKN Tematik,Universitas Lampung,20,2025,Ganjil,False,2026-05-17T15:02:44+07:00
MBKM7f90ebad,2022TI36881,TI,KKN Tematik,BRIN,20,2024,Genap,False,2026-05-17T15:02:44+07:00
MBKM39b8c81e,2021GD42626,GD,KKN Tematik,BMKG,20,2024,Genap,False,2026-05-17T15:02:44+07:00
MBKMb1fe8ff0,2023BIO04595,BIO,Wirausaha,PT Telkom Indonesia,20,2025,Genap,False,2026-05-17T15:02:44+07:00
MBKM54423dd0,2022TP33789,TP,KKN Tematik,UGM,6,2023,Ganjil,False,2026-05-17T15:02:44+07:00
MBKM79758ccb,2022FIS45858,FIS,Pertukaran,PT Pertamina,20,2025,Genap,False,2026-05-17T15:02:44+07:00
MBKMddac4df5,2020PWK11569,PWK,Wirausaha,PT Telkom Indonesia,12,2024,Genap,False,2026-05-17T15:02:44+07:00
MBKMfb8afca1,2023MTK21112,MTK,Magang,BRIN,6,2025,Genap,False,2026-05-17T15:02:44+07:00
MBKM8666063b,2022TL22856,TL,KKN Tematik,BMKG,20,2024,Genap,False,2026-05-17T15:02:44+07:00
MBKMef2a3946,2021IF39301,IF,Proyek Kemanusiaan,PT Telkom Indonesia,20,2023,Genap,False,2026-05-17T15:02:44+07:00
MBKM3385d116,2023TS36407,TS,Riset,UNDP Indonesia,24,2025,Ganjil,False,2026-05-17T15:02:44+07:00
MBKMa44bf3ea,2021TP12281,TP,Wirausaha,Telkom University,6,2022,Ganjil,False,2026-05-17T15:02:44+07:00
MBKM574992a6,2020TP34056,TP,KKN Tematik,PT Astra International,20,2023,Genap,False,2026-05-17T15:02:44+07:00
MBKMd790d27e,2023TM00965,TM,KKN Tematik,TU Delft,6,2024,Genap,False,2026-05-17T15:02:44+07:00
MBKM5b6f0dc7,2020MB05245,MB,KKN Tematik,PT Astra International,20,2021,Ganjil,False,2026-05-17T15:02:44+07:00
MBKM2d9cd1da,2023TP24746,TP,Magang,Osaka University,20,2025,Genap,False,2026-05-17T15:02:44+07:00
MBKM7d6fbae4,2021MB17388,MB,Wirausaha,BMKG,20,2023,Ganjil,False,2026-05-17T15:02:44+07:00
MBKMcaad3327,2023TM41409,TM,Wirausaha,BMKG,20,2024,Ganjil,False,2026-05-17T15:02:44+07:00
MBKM33329913,2021GL48006,GL,Riset,BMKG,12,2024,Ganjil,False,2026-05-17T15:02:44+07:00
MBKM52014e8a,2020TP01014,TP,Proyek Kemanusiaan,PT Astra International,12,2024,Ganjil,False,2026-05-17T15:02:44+07:00
MBKMd0113536,2023TS01237,TS,Wirausaha,Osaka University,20,2025,Genap,False,2026-05-17T15:02:44+07:00
MBKM33c3aa64,2024FT10826,FT,Pertukaran,Universiti Malaya,6,2025,Genap,False,2026-05-17T15:02:44+07:00
MBKM51ad4b2d,2022TG03754,TG,Magang,PT PLN,20,2023,Genap,False,2026-05-17T15:02:44+07:00
MBKM719ee1cb,2022GL02395,GL,Proyek Kemanusiaan,NUS Singapore,20,2023,Ganjil,False,2026-05-17T15:02:44+07:00
MBKM09e36028,2023KIM35007,KIM,Proyek Kemanusiaan,UGM,20,2024,Ganjil,False,2026-05-17T15:02:44+07:00
MBKMfdf6a20f,2024TP09339,TP,Proyek Kemanusiaan,ITB,6,2025,Ganjil,False,2026-05-17T15:02:44+07:00
MBKM3abd00f7,2021MTK37289,MTK,Pertukaran,PT Pertamina,6,2025,Ganjil,False,2026-05-17T15:02:44+07:00
MBKMe3ba93fb,2020FIS44357,FIS,Pertukaran,BPS Lampung,24,2022,Genap,False,2026-05-17T15:02:44+07:00
MBKMbf803159,2023AG29006,AG,Proyek Kemanusiaan,Universiti Malaya,20,2025,Genap,False,2026-05-17T15:02:44+07:00
MBKM9fb29988,2023TI01042,TI,Proyek Kemanusiaan,ITB,6,2025,Ganjil,False,2026-05-17T15:02:44+07:00
MBKM08ef7a01,2024MB38089,MB,Pertukaran,PT Bukit Asam,6,2025,Genap,False,2026-05-17T15:02:44+07:00
MBKM05459958,2020TM38340,TM,Wirausaha,Google Indonesia,6,2022,Ganjil,False,2026-05-17T15:02:44+07:00
MBKM33ebd8fd,2023TK12352,TK,Riset,Telkom University,6,2025,Ganjil,False,2026-05-17T15:02:44+07:00
MBKMfbba60ba,2022TK22248,TK,KKN Tematik,NUS Singapore,20,2023,Genap,False,2026-05-17T15:02:44+07:00
MBKM7ced36ea,2020MB45910,MB,Magang,World Bank Jakarta,20,2025,Ganjil,False,2026-05-17T15:02:44+07:00
MBKMa97ae593,2024MTK48426,MTK,Riset,PT Astra International,24,2025,Genap,False,2026-05-17T15:02:44+07:00
MBKM178fed03,2024TP27025,TP,KKN Tematik,Unsri,20,2025,Genap,False,2026-05-17T15:02:44+07:00
MBKM79da9535,2022GD09026,GD,Magang,BMKG,6,2023,Genap,False,2026-05-17T15:02:44+07:00
MBKMfd95ab55,2023KIM23025,KIM,Magang,Osaka University,12,2024,Ganjil,False,2026-05-17T15:02:44+07:00
MBKM6627fab1,2024TP27539,TP,Riset,BRIN,20,2025,Genap,True,2026-05-17T15:02:44+07:00
MBKM4dfcd94a,2022TM08876,TM,Pertukaran,BRIN,12,2025,Genap,False,2026-05-17T15:02:44+07:00
MBKM943f0142,2021PWK29941,PWK,KKN Tematik,ITS,6,2025,Ganjil,False,2026-05-17T15:02:44+07:00
MBKMd4939edf,2022TP27553,TP,Pertukaran,Huawei Indonesia,22,2023,Ganjil,False,2026-05-17T15:02:44+07:00
MBKMdc8064d8,2024MB18898,MB,Wirausaha,Google Indonesia,20,2025,Genap,False,2026-05-17T15:02:44+07:00
MBKM487bb5e4,2021TL03409,TL,Riset,BRIN,20,2025,Ganjil,False,2026-05-17T15:02:44+07:00
MBKMbeff0713,2020MTK01462,MTK,Wirausaha,JICA Indonesia,20,2023,Genap,False,2026-05-17T15:02:44+07:00
MBKMa00b1697,2022TS03939,TS,KKN Tematik,UNDP Indonesia,20,2023,Genap,False,2026-05-17T15:02:44+07:00
MBKMc23cc7b6,2023MB20450,MB,KKN Tematik,BRIN,24,2025,Ganjil,False,2026-05-17T15:02:44+07:00
MBKM177ad9d3,2021MTK46782,MTK,Pertukaran,Chulalongkorn University,24,2024,Ganjil,False,2026-05-17T15:02:44+07:00
MBKM7c2f6f8f,2021AG14979,AG,Magang,JICA Indonesia,22,2023,Ganjil,False,2026-05-17T15:02:44+07:00
MBKMdfd4adfa,2020IF08247,IF,Riset,PT Telkom Indonesia,12,2025,Genap,False,2026-05-17T15:02:44+07:00
MBKMd943bdc1,2022MTK49947,MTK,Pertukaran,Universitas Lampung,20,2025,Genap,False,2026-05-17T15:02:44+07:00
MBKM4a337e12,2020TI08939,TI,Wirausaha,World Bank Jakarta,20,2022,Ganjil,False,2026-05-17T15:02:44+07:00
MBKM2b6aad63,2024BIO48370,BIO,Riset,Unsri,22,2025,Genap,False,2026-05-17T15:02:44+07:00
MBKM13868614,2020FT10236,FT,Riset,Toyota Motor Manufacturing,20,2022,Genap,False,2026-05-17T15:02:44+07:00
MBKM8750b7a4,2024KIM31875,KIM,Wirausaha,LIPI,12,2025,Ganjil,False,2026-05-17T15:02:44+07:00
MBKM43ee2a67,2021KIM25357,KIM,Proyek Kemanusiaan,Osaka University,20,2024,Genap,False,2026-05-17T15:02:44+07:00
MBKMcf998394,2022TK13801,TK,Wirausaha,ITS,20,2024,Genap,False,2026-05-17T15:02:44+07:00
MBKMc3a107b9,2022TE27744,TE,Proyek Kemanusiaan,Universitas Indonesia,12,2024,Ganjil,False,2026-05-17T15:02:44+07:00
MBKM2ce53904,2022PWK07212,PWK,Magang,Universiti Malaya,24,2025,Ganjil,False,2026-05-17T15:02:44+07:00
MBKM52306ebd,2022TP28568,TP,Wirausaha,PT Telkom Indonesia,20,2023,Ganjil,False,2026-05-17T15:02:44+07:00
MBKM7d4e7c97,2021AR31484,AR,Magang,Unila,20,2022,Genap,False,2026-05-17T15:02:44+07:00
MBKMc0a5f0f9,2024TLK41123,TLK,Riset,JICA Indonesia,24,2025,Genap,False,2026-05-17T15:02:44+07:00
MBKM60684e8e,2024TP37803,TP,KKN Tematik,Huawei Indonesia,12,2025,Ganjil,False,2026-05-17T15:02:44+07:00
MBKM9e28d113,2020AG10373,AG,Wirausaha,UNDP Indonesia,24,2025,Genap,False,2026-05-17T15:02:44+07:00
MBKM6e8d7e8c,2020SK21160,SK,Riset,NUS Singapore,20,2021,Ganjil,False,2026-05-17T15:02:44+07:00
MBKM673cab41,2020AR25967,AR,Proyek Kemanusiaan,Kyushu University,12,2023,Genap,False,2026-05-17T15:02:44+07:00
MBKMe460f7a5,2021FIS09451,FIS,KKN Tematik,Bank Indonesia,12,2023,Genap,False,2026-05-17T15:02:44+07:00
MBKMa8b3fa5d,2022TS08159,TS,Riset,Bank Indonesia,20,2025,Genap,False,2026-05-17T15:02:44+07:00
MBKM1d9e9c40,2022TK29756,TK,Magang,ITB,6,2025,Ganjil,False,2026-05-17T15:02:44+07:00
MBKM8f30d34b,2022SK34942,SK,Wirausaha,Huawei Indonesia,22,2024,Ganjil,True,2026-05-17T15:02:44+07:00
MBKMbc813a88,2022TG24177,TG,Magang,ITB,12,2024,Ganjil,False,2026-05-17T15:02:44+07:00
MBKM776e7395,2021GD48788,GD,Wirausaha,NUS Singapore,12,2025,Ganjil,False,2026-05-17T15:02:44+07:00
MBKM377fcc64,2023AR47515,AR,Magang,Telkom University,24,2024,Genap,True,2026-05-17T15:02:44+07:00
MBKM3f01d7fa,2021TI05900,TI,Magang,BMKG,22,2023,Genap,False,2026-05-17T15:02:44+07:00
MBKM3e39babc,2022TL26922,TL,Pertukaran,LIPI,24,2024,Genap,False,2026-05-17T15:02:44+07:00
MBKM84d0bfcc,2024MB49891,MB,Proyek Kemanusiaan,Huawei Indonesia,24,2025,Genap,False,2026-05-17T15:02:44+07:00
MBKMbb236e33,2020TS42964,TS,Riset,TU Delft,20,2022,Genap,False,2026-05-17T15:02:44+07:00
MBKMe16ca5dd,2023IF30960,IF,Riset,Unila,22,2025,Ganjil,False,2026-05-17T15:02:44+07:00
MBKMc8695fe8,2023PWK47266,PWK,Wirausaha,Universiti Malaya,20,2025,Genap,False,2026-05-17T15:02:44+07:00
MBKMcf24f412,2020TE11122,TE,Wirausaha,UGM,12,2023,Ganjil,False,2026-05-17T15:02:44+07:00
MBKM53cb8b88,2023GD42139,GD,Magang,PT PLN,20,2025,Ganjil,False,2026-05-17T15:02:44+07:00
MBKMbc712383,2021AR26497,AR,Pertukaran,Chulalongkorn University,12,2025,Ganjil,False,2026-05-17T15:02:44+07:00
MBKM5323ab01,2022AR09427,AR,Pertukaran,Unila,6,2024,Genap,False,2026-05-17T15:02:44+07:00
MBKMcdf6293d,2021GL35638,GL,Magang,Universitas Lampung,20,2024,Genap,False,2026-05-17T15:02:44+07:00
MBKMde4c893e,2024AR37167,AR,Proyek Kemanusiaan,Chulalongkorn University,24,2025,Genap,False,2026-05-17T15:02:44+07:00
MBKM5ddb3d4e,2022TK17626,TK,Magang,ITS,22,2024,Genap,False,2026-05-17T15:02:44+07:00
MBKM683c7728,2021GL39980,GL,Riset,Huawei Indonesia,20,2022,Ganjil,False,2026-05-17T15:02:44+07:00
MBKMf22671a7,2021GL41032,GL,Pertukaran,Chulalongkorn University,22,2025,Ganjil,False,2026-05-17T15:02:44+07:00
MBKMb57dee34,2021MB33401,MB,Proyek Kemanusiaan,Universitas Indonesia,20,2023,Genap,False,2026-05-17T15:02:44+07:00
MBKM71b8a46f,2020SI21377,SI,KKN Tematik,LIPI,22,2025,Ganjil,False,2026-05-17T15:02:44+07:00
MBKM837a8fc1,2023KIM32884,KIM,Wirausaha,Unila,6,2025,Ganjil,False,2026-05-17T15:02:44+07:00
MBKM75de551c,2021TG21464,TG,Proyek Kemanusiaan,Osaka University,6,2022,Genap,False,2026-05-17T15:02:44+07:00
MBKMf1301fd4,2022MTK39465,MTK,Riset,PT Pertamina,6,2024,Genap,False,2026-05-17T15:02:44+07:00
MBKMd6ab5bfb,2021FIS35456,FIS,KKN Tematik,Kyushu University,6,2024,Ganjil,False,2026-05-17T15:02:44+07:00
MBKM4c661456,2020TK48962,TK,Proyek Kemanusiaan,UGM,20,2021,Genap,False,2026-05-17T15:02:44+07:00
MBKM93bb1cd8,2021FT13456,FT,Wirausaha,Kyushu University,6,2025,Ganjil,False,2026-05-17T15:02:44+07:00
MBKMc1668aa2,2023TLK20683,TLK,KKN Tematik,PT Pertamina,6,2024,Genap,False,2026-05-17T15:02:44+07:00
MBKM9c886b5e,2021MB12822,MB,Wirausaha,Universitas Lampung,20,2024,Ganjil,False,2026-05-17T15:02:44+07:00
MBKM952b26a2,2022TE45250,TE,Pertukaran,Unsri,22,2025,Ganjil,False,2026-05-17T15:02:44+07:00
MBKM14ce4340,2022KIM24318,KIM,Magang,JICA Indonesia,20,2025,Genap,True,2026-05-17T15:02:44+07:00
MBKM4a81cf15,2024TI37020,TI,Wirausaha,JICA Indonesia,20,2025,Ganjil,False,2026-05-17T15:02:44+07:00
MBKM3701568e,2024TL03624,TL,KKN Tematik,PT Pertamina,22,2025,Genap,False,2026-05-17T15:02:44+07:00
MBKM7e0abecc,2023TS13157,TS,Pertukaran,TU Delft,20,2024,Genap,False,2026-05-17T15:02:44+07:00
MBKMe76ebee4,2021GL08729,GL,Magang,LIPI,20,2022,Genap,False,2026-05-17T15:02:44+07:00
MBKM970fe6c0,2021TI32292,TI,Wirausaha,Unila,12,2024,Ganjil,False,2026-05-17T15:02:44+07:00
MBKMfc95fe72,2022TL01935,TL,KKN Tematik,BRIN,12,2023,Ganjil,False,2026-05-17T15:02:44+07:00
MBKMe0ae24a5,2022TL04445,TL,Pertukaran,PT PLN,22,2023,Ganjil,False,2026-05-17T15:02:44+07:00
MBKM3dee7d2d,2023TI06714,TI,Magang,UGM,24,2024,Ganjil,False,2026-05-17T15:02:44+07:00
MBKM6dab4d75,2020AR12333,AR,Pertukaran,PT Telkom Indonesia,6,2024,Ganjil,False,2026-05-17T15:02:44+07:00
MBKMa0036baa,2023PWK26251,PWK,Pertukaran,Osaka University,24,2025,Ganjil,False,2026-05-17T15:02:44+07:00
MBKM56fac6c3,2023AR44171,AR,Pertukaran,PT Telkom Indonesia,20,2024,Genap,False,2026-05-17T15:02:44+07:00
MBKM6a65b565,2022AG12781,AG,Wirausaha,Chulalongkorn University,12,2024,Genap,False,2026-05-17T15:02:44+07:00
MBKMc5028477,2020SK12507,SK,Magang,Unsri,12,2025,Genap,True,2026-05-17T15:02:44+07:00
MBKM7f207e43,2020SI30826,SI,Wirausaha,NUS Singapore,24,2023,Ganjil,False,2026-05-17T15:02:44+07:00
MBKM0d3169ec,2021TS01346,TS,Riset,Chulalongkorn University,22,2025,Genap,False,2026-05-17T15:02:44+07:00
MBKM3ff36d5c,2022TI41954,TI,Riset,ITB,24,2025,Ganjil,False,2026-05-17T15:02:44+07:00
MBKMe76a00ce,2022FT45507,FT,Riset,UGM,24,2024,Ganjil,False,2026-05-17T15:02:44+07:00
MBKM7fa0486e,2022TS16254,TS,Wirausaha,UGM,12,2023,Genap,False,2026-05-17T15:02:44+07:00
MBKM855e6f48,2020TP14626,TP,Wirausaha,PT Astra International,22,2021,Genap,False,2026-05-17T15:02:44+07:00
MBKM1f2852a6,2022FIS48732,FIS,Magang,PT Bukit Asam,12,2023,Genap,False,2026-05-17T15:02:44+07:00
MBKM52621db1,2022GL44798,GL,Proyek Kemanusiaan,Universitas Lampung,20,2024,Ganjil,False,2026-05-17T15:02:44+07:00
MBKMae64d3cd,2023FT48537,FT,Wirausaha,JICA Indonesia,22,2024,Ganjil,False,2026-05-17T15:02:44+07:00
MBKM00c24c5c,2021TM21737,TM,KKN Tematik,UGM,6,2025,Ganjil,False,2026-05-17T15:02:44+07:00
MBKM88affd8f,2023TLK11042,TLK,Wirausaha,World Bank Jakarta,24,2024,Ganjil,False,2026-05-17T15:02:44+07:00
MBKMf477f723,2024TK35973,TK,Pertukaran,Chulalongkorn University,22,2025,Genap,False,2026-05-17T15:02:44+07:00
MBKM90fbe1ea,2024AR12757,AR,KKN Tematik,TU Delft,20,2025,Genap,False,2026-05-17T15:02:44+07:00
MBKMc94d8708,2021KIM31394,KIM,Magang,PT Pertamina,22,2023,Genap,False,2026-05-17T15:02:44+07:00
MBKM90b95fdb,2022TK36315,TK,Proyek Kemanusiaan,NUS Singapore,24,2023,Genap,True,2026-05-17T15:02:44+07:00
MBKM1a72403d,2022TLK28380,TLK,Pertukaran,Universitas Lampung,24,2024,Genap,False,2026-05-17T15:02:44+07:00
MBKM4910a004,2022GL40223,GL,KKN Tematik,UGM,12,2025,Genap,False,2026-05-17T15:02:44+07:00
MBKM16995408,2023AR08114,AR,KKN Tematik,LIPI,20,2024,Ganjil,False,2026-05-17T15:02:44+07:00
MBKMd7b6283d,2020KIM26523,KIM,Riset,IPB University,20,2023,Genap,False,2026-05-17T15:02:44+07:00
MBKM345e5938,2023MB03526,MB,Proyek Kemanusiaan,IPB University,6,2025,Ganjil,False,2026-05-17T15:02:44+07:00
MBKM2d8c213f,2020TE23890,TE,Pertukaran,IPB University,20,2023,Genap,False,2026-05-17T15:02:44+07:00
MBKM89e12559,2021TK02290,TK,Wirausaha,LIPI,24,2023,Ganjil,True,2026-05-17T15:02:44+07:00
MBKM724b5597,2020GL13866,GL,Magang,PT Bukit Asam,6,2021,Ganjil,False,2026-05-17T15:02:44+07:00
MBKM9edf505f,2024GD06596,GD,Pertukaran,Universitas Indonesia,12,2025,Ganjil,False,2026-05-17T15:02:44+07:00
MBKMa9583797,2024PWK16472,PWK,Pertukaran,PT Bukit Asam,6,2025,Ganjil,False,2026-05-17T15:02:44+07:00
MBKMaad2b6c1,2020SI43440,SI,KKN Tematik,ITB,22,2023,Ganjil,False,2026-05-17T15:02:44+07:00
