prestasi_id,mahasiswa_id,nama_kompetisi,bidang,tingkat,peringkat,tahun,dosen_pembina_id,ingested_at
PRSa177e6bb,2016TM09127,KMIPN,Olahraga,Regional,Juara 1,2021,0264673497,2026-05-17T15:02:44+07:00
PRS9eaeb8c3,2021TLK46571,National Bridge Competition,Olahraga,Regional,Finalis,2025,0287098653,2026-05-17T15:02:44+07:00
PRS3d857d86,2016AR16717,Electric Vehicle Competition,Olahraga,Internasional,Juara 1,2023,0487016613,2026-05-17T15:02:44+07:00
PRS6857da49,2019TG38882,Geospatial Hackathon,Olahraga,Institusi,Juara 2,2025,0569145413,2026-05-17T15:02:44+07:00
PRS5d0c4284,2019TLK10491,Pilmapres,Seni,Institusi,Juara 2,2022,0465218116,2026-05-17T15:02:44+07:00
PRS9f800edb,2025AG30166,KMIPN,Seni,Internasional,Juara 3,2023,,2026-05-17T15:02:44+07:00
PRS5767cc3e,2024BIO00464,Smart City Competition,Riset,Internasional,Juara 3,2021,0824983040,2026-05-17T15:02:44+07:00
PRS08d24860,2025TL12722,Gemastik,Teknologi,Regional,Juara 3,2020,,2026-05-17T15:02:44+07:00
PRS8d192d3b,2025SI42892,IoT Hackathon,Riset,Institusi,Juara 2,2022,0157554608,2026-05-17T15:02:44+07:00
PRS8d9a69b1,2022TM34499,Data Science Challenge,Debat,Internasional,Juara 2,2024,,2026-05-17T15:02:44+07:00
PRSbfc421d5,2016FT23355,IoT Hackathon,Olahraga,Internasional,Finalis,2024,0466171036,2026-05-17T15:02:44+07:00
PRS2f53de56,2023TP13503,Shell Eco-Marathon,Debat,Nasional,Finalis,2020,0983330410,2026-05-17T15:02:44+07:00
PRS7b4f12f6,2018MTK15656,ONMIPA,Debat,Regional,Juara 1,2023,,2026-05-17T15:02:44+07:00
PRS163c7a04,2021FIS02809,Geospatial Hackathon,Riset,Institusi,Finalis,2025,0134245514,2026-05-17T15:02:44+07:00
PRSeb74391b,2018TS12266,Gemastik,Teknologi,Regional,Juara 3,2024,0462606389,2026-05-17T15:02:44+07:00
PRS0a4a5551,2020TP26960,Geospatial Hackathon,Teknologi,Nasional,Juara 3,2024,0973834459,2026-05-17T15:02:44+07:00
PRS89b16e84,2016TL07438,ONMIPA,Desain,Regional,Finalis,2025,,2026-05-17T15:02:44+07:00
PRSb2de8bae,2020MB13188,Pilmapres,Olahraga,Institusi,Juara 2,2021,0644613286,2026-05-17T15:02:44+07:00
PRS5bdc69a9,2021AG39146,Pilmapres,Seni,Internasional,Juara 1,2024,0113295682,2026-05-17T15:02:44+07:00
PRS6e534e6f,2024TI18393,Geospatial Hackathon,Riset,Regional,Juara 3,2020,0745110078,2026-05-17T15:02:44+07:00
PRS8fc31fb2,2017SI17907,Smart City Competition,Teknologi,Nasional,Juara 2,2023,0226586531,2026-05-17T15:02:44+07:00
PRS10baca48,2025BIO15094,IoT Hackathon,Olahraga,Institusi,Juara 2,2022,0871010383,2026-05-17T15:02:44+07:00
PRSa9d788d6,2024MTK30219,KMIPN,Riset,Internasional,Finalis,2020,0279273730,2026-05-17T15:02:44+07:00
PRS1ad9b3d6,2016BIO04091,Geospatial Hackathon,Debat,Nasional,Juara 2,2024,0797723671,2026-05-17T15:02:44+07:00
PRSbac3b72c,2022TE23823,Data Science Challenge,Seni,Institusi,Juara 3,2021,0971551305,2026-05-17T15:02:44+07:00
PRS9506c482,2020TL47784,Pilmapres,Riset,Nasional,Juara 2,2022,0121583657,2026-05-17T15:02:44+07:00
PRSbbb20755,2025MTK16528,National Bridge Competition,Olahraga,Regional,Juara 2,2021,0277173463,2026-05-17T15:02:44+07:00
PRSc7bcb200,2023TI08758,LKTIN Nasional,Teknologi,Regional,Juara 1,2020,,2026-05-17T15:02:44+07:00
PRSfa095e23,2018TS42352,LKTIN Nasional,Seni,Regional,Juara 3,2022,,2026-05-17T15:02:44+07:00
PRS72be15d6,2021TG10885,PKM Dikti,Teknologi,Regional,Finalis,2024,0277299089,2026-05-17T15:02:44+07:00
PRSc9745dd5,2024GL11566,Gemastik,Seni,Regional,Finalis,2023,0182312585,2026-05-17T15:02:44+07:00
PRSbf120c8f,2024TG02257,Shell Eco-Marathon,Debat,Regional,Juara 2,2023,0234284612,2026-05-17T15:02:44+07:00
PRSa4b77ba0,2016TLK06459,ONMIPA,Debat,Regional,Juara 1,2021,0774329495,2026-05-17T15:02:44+07:00
PRS48fd2df9,2024FT39596,KMIPN,Desain,Nasional,Juara 3,2022,0776024327,2026-05-17T15:02:44+07:00
PRSa388b128,2025TS38771,Gemastik,Seni,Regional,Juara 3,2024,0490111759,2026-05-17T15:02:44+07:00
PRS24f57271,2024TG37400,KMIPN,Desain,Nasional,Juara 1,2025,0258633460,2026-05-17T15:02:44+07:00
PRS6a3d5c7a,2024TS12485,IoT Hackathon,Desain,Institusi,Finalis,2024,0409118216,2026-05-17T15:02:44+07:00
PRSab1192c3,2022FIS48090,ACM ICPC Regional,Desain,Nasional,Juara 1,2022,0662116402,2026-05-17T15:02:44+07:00
PRS3264f431,2020SI37152,Electric Vehicle Competition,Riset,Nasional,Finalis,2025,0477331071,2026-05-17T15:02:44+07:00
PRSeaf98897,2021IF49587,Smart City Competition,Riset,Nasional,Juara 1,2021,,2026-05-17T15:02:44+07:00
PRS13af3e58,2018GD04419,PKM Dikti,Riset,Regional,Finalis,2022,0360173453,2026-05-17T15:02:44+07:00
PRS942f5bb6,2024GD48367,Imagine Cup,Desain,Institusi,Juara 1,2021,0714364758,2026-05-17T15:02:44+07:00
PRSd49f9206,2016GL02423,ACM ICPC Regional,Seni,Institusi,Finalis,2022,0282759042,2026-05-17T15:02:44+07:00
PRSca582331,2016BIO33730,KMIPN,Seni,Internasional,Finalis,2021,0244821349,2026-05-17T15:02:44+07:00
PRSa04d6497,2022TE20752,ACM ICPC Regional,Olahraga,Regional,Finalis,2024,0863920695,2026-05-17T15:02:44+07:00
PRS23d4ffba,2025PWK47654,Electric Vehicle Competition,Riset,Regional,Juara 2,2021,0639947368,2026-05-17T15:02:44+07:00
PRS6235a326,2020TP05633,Imagine Cup,Olahraga,Regional,Juara 2,2020,,2026-05-17T15:02:44+07:00
PRS1de58ab3,2021AG41495,PKM Dikti,Olahraga,Regional,Juara 1,2025,,2026-05-17T15:02:44+07:00
PRScc4f5741,2020IF29476,IoT Hackathon,Teknologi,Regional,Finalis,2024,0977711733,2026-05-17T15:02:44+07:00
PRSd332f8f6,2018AG01016,Geospatial Hackathon,Olahraga,Nasional,Finalis,2020,0240448022,2026-05-17T15:02:44+07:00
PRS9ca9f938,2025AG17211,KMIPN,Debat,Institusi,Juara 2,2021,0881660012,2026-05-17T15:02:44+07:00
PRS6c88d3f2,2024TM25493,ONMIPA,Desain,Nasional,Juara 2,2024,0382301285,2026-05-17T15:02:44+07:00
PRS2fbcc6cf,2022SK10289,Shell Eco-Marathon,Riset,Nasional,Juara 2,2024,0340829156,2026-05-17T15:02:44+07:00
PRS1bf12063,2023TLK34912,Electric Vehicle Competition,Seni,Internasional,Juara 1,2025,0431352060,2026-05-17T15:02:44+07:00
PRS807da092,2024KIM34032,Gemastik,Seni,Regional,Juara 1,2020,0496065095,2026-05-17T15:02:44+07:00
PRS4c0be148,2018FT28960,IoT Hackathon,Debat,Regional,Juara 3,2022,0309279055,2026-05-17T15:02:44+07:00
PRS5a4b21a6,2017TI47569,Smart City Competition,Riset,Nasional,Finalis,2025,0523112301,2026-05-17T15:02:44+07:00
PRS8381fa0e,2021BIO02898,PKM Dikti,Seni,Institusi,Juara 3,2024,0349041242,2026-05-17T15:02:44+07:00
PRS0f43bc38,2020TP14005,KMIPN,Debat,Regional,Finalis,2020,,2026-05-17T15:02:44+07:00
PRSec38fdf3,2017TE13973,Smart City Competition,Debat,Nasional,Finalis,2024,,2026-05-17T15:02:44+07:00
PRS5655ddb3,2020AR18443,PKM Dikti,Riset,Nasional,Juara 1,2022,,2026-05-17T15:02:44+07:00
PRSa08f44e1,2018GD36075,Gemastik,Desain,Nasional,Finalis,2023,0366879284,2026-05-17T15:02:44+07:00
PRSeda59fe7,2019FT10729,Data Science Challenge,Desain,Institusi,Juara 1,2025,,2026-05-17T15:02:44+07:00
PRSf09da30d,2025AG01924,National Bridge Competition,Debat,Internasional,Finalis,2020,,2026-05-17T15:02:44+07:00
PRS6f052dcf,2017AG48982,KMIPN,Olahraga,Regional,Juara 1,2020,0870232027,2026-05-17T15:02:44+07:00
PRSa5b50b0a,2025TM08948,Shell Eco-Marathon,Riset,Nasional,Juara 1,2023,,2026-05-17T15:02:44+07:00
PRSd49b9fbb,2021AR18239,Data Science Challenge,Desain,Nasional,Finalis,2021,,2026-05-17T15:02:44+07:00
PRS7b246610,2023TL29373,Shell Eco-Marathon,Seni,Institusi,Juara 1,2025,0514594449,2026-05-17T15:02:44+07:00
PRS5ab9888a,2023GD08118,Kontes Robot Indonesia,Riset,Institusi,Juara 1,2024,0872403048,2026-05-17T15:02:44+07:00
PRS21c8fa36,2021KIM38734,Kontes Robot Indonesia,Desain,Internasional,Juara 3,2025,0241927737,2026-05-17T15:02:44+07:00
PRS652d81eb,2019GL22633,Geospatial Hackathon,Olahraga,Institusi,Finalis,2024,0550919434,2026-05-17T15:02:44+07:00
PRSfb42a32c,2017SK08789,LKTIN Nasional,Teknologi,Internasional,Juara 2,2024,0410046726,2026-05-17T15:02:44+07:00
PRS745287df,2021TI11759,Imagine Cup,Riset,Internasional,Juara 2,2021,0340061403,2026-05-17T15:02:44+07:00
PRS4b3d184e,2025TE10695,PKM Dikti,Teknologi,Institusi,Juara 3,2020,0520473488,2026-05-17T15:02:44+07:00
PRS80ad0c7b,2024FT26671,Imagine Cup,Riset,Institusi,Juara 2,2025,0286052371,2026-05-17T15:02:44+07:00
PRS325e8edc,2020SK49762,Electric Vehicle Competition,Desain,Institusi,Finalis,2025,0201548718,2026-05-17T15:02:44+07:00
PRS4ade76fa,2025GD47320,KMIPN,Teknologi,Institusi,Finalis,2023,0977711733,2026-05-17T15:02:44+07:00
PRS502800c9,2022BIO09019,National Bridge Competition,Debat,Institusi,Finalis,2023,0361278736,2026-05-17T15:02:44+07:00
PRS383d0b52,2016TE14253,PKM Dikti,Seni,Nasional,Finalis,2025,0445505692,2026-05-17T15:02:44+07:00
PRS84aeea5c,2020PWK42988,Electric Vehicle Competition,Olahraga,Regional,Juara 2,2024,0954266121,2026-05-17T15:02:44+07:00
PRS6a086443,2022TI26215,Kontes Robot Indonesia,Riset,Regional,Juara 3,2020,,2026-05-17T15:02:44+07:00
PRSfd7aef44,2016GD42284,Pilmapres,Riset,Institusi,Juara 3,2020,,2026-05-17T15:02:44+07:00
PRSda8099a1,2022MTK39671,Geospatial Hackathon,Riset,Internasional,Juara 1,2021,,2026-05-17T15:02:44+07:00
PRS806512fd,2022GD02064,Pilmapres,Desain,Internasional,Juara 3,2023,0127559796,2026-05-17T15:02:44+07:00
PRS45d65621,2018TLK43004,Shell Eco-Marathon,Seni,Institusi,Juara 3,2021,0431352060,2026-05-17T15:02:44+07:00
PRSfbf58ffb,2021TS12599,Data Science Challenge,Olahraga,Internasional,Juara 1,2024,0216905039,2026-05-17T15:02:44+07:00
PRSf09cc10f,2023TE33559,Imagine Cup,Desain,Internasional,Juara 2,2021,0260673047,2026-05-17T15:02:44+07:00
PRS3b8e05fa,2020PWK35177,Kontes Robot Indonesia,Riset,Regional,Finalis,2023,0219485380,2026-05-17T15:02:44+07:00
PRS88132452,2017TE36042,Imagine Cup,Debat,Institusi,Juara 1,2023,0277410114,2026-05-17T15:02:44+07:00
PRSba73ecbd,2022TLK34450,IoT Hackathon,Desain,Internasional,Juara 2,2020,,2026-05-17T15:02:44+07:00
PRS836199ef,2022FT30511,Shell Eco-Marathon,Teknologi,Institusi,Juara 1,2022,0513472229,2026-05-17T15:02:44+07:00
PRS8f066d43,2016TK24484,ONMIPA,Teknologi,Regional,Juara 1,2022,0673229322,2026-05-17T15:02:44+07:00
PRS5f38d1e8,2024PWK24128,KMIPN,Teknologi,Regional,Finalis,2025,0391353715,2026-05-17T15:02:44+07:00
PRSa44d5e99,2021TG46241,LKTIN Nasional,Olahraga,Institusi,Finalis,2025,0958454070,2026-05-17T15:02:44+07:00
PRS37132111,2024SI26844,Smart City Competition,Olahraga,Internasional,Juara 1,2021,0655905337,2026-05-17T15:02:44+07:00
PRS3ca10f6e,2016TE33076,Kontes Robot Indonesia,Desain,Nasional,Juara 2,2024,0300986764,2026-05-17T15:02:44+07:00
PRS6268e19f,2024TG24593,Smart City Competition,Olahraga,Institusi,Juara 1,2024,0611737429,2026-05-17T15:02:44+07:00
PRSbb5c1881,2019MTK29591,Electric Vehicle Competition,Olahraga,Internasional,Juara 1,2025,0776024327,2026-05-17T15:02:44+07:00
PRSc39f688d,2022TE20085,Data Science Challenge,Desain,Nasional,Juara 1,2020,0853327115,2026-05-17T15:02:44+07:00
PRSd63ab002,2025BIO22083,Shell Eco-Marathon,Debat,Institusi,Finalis,2021,0329951050,2026-05-17T15:02:44+07:00
PRS997a4f66,2023FT42070,ONMIPA,Olahraga,Institusi,Juara 2,2020,0614941597,2026-05-17T15:02:44+07:00
PRSaf64869a,2019SK24608,Data Science Challenge,Debat,Institusi,Juara 1,2022,0468044163,2026-05-17T15:02:44+07:00
PRS62438957,2018GL05036,Data Science Challenge,Seni,Regional,Juara 1,2022,0895284503,2026-05-17T15:02:44+07:00
PRS48f0d016,2017BIO36288,Pilmapres,Desain,Regional,Finalis,2023,,2026-05-17T15:02:44+07:00
PRS14e75e6f,2018SI08271,Pilmapres,Riset,Regional,Juara 3,2023,0432875447,2026-05-17T15:02:44+07:00
PRS01b804e8,2018GD47776,Electric Vehicle Competition,Olahraga,Regional,Finalis,2021,0391353715,2026-05-17T15:02:44+07:00
PRS2333a038,2021KIM08952,Shell Eco-Marathon,Olahraga,Institusi,Juara 1,2024,,2026-05-17T15:02:44+07:00
PRS148ba9b5,2023TL17009,Pilmapres,Desain,Regional,Finalis,2023,,2026-05-17T15:02:44+07:00
PRS429c6b54,2017TI02762,ONMIPA,Teknologi,Institusi,Finalis,2024,0935551273,2026-05-17T15:02:44+07:00
PRS7cfe42e9,2016TL36877,Data Science Challenge,Seni,Regional,Finalis,2024,0775111416,2026-05-17T15:02:44+07:00
PRSa22ffa88,2024AR08280,Data Science Challenge,Desain,Nasional,Juara 2,2022,0815064664,2026-05-17T15:02:44+07:00
PRS022605fa,2022IF24536,LKTIN Nasional,Teknologi,Regional,Juara 2,2024,0473642490,2026-05-17T15:02:44+07:00
PRS1b3d1bb6,2020TG27897,KMIPN,Teknologi,Institusi,Finalis,2023,0204268493,2026-05-17T15:02:44+07:00
PRSecc820b0,2017TG31516,ACM ICPC Regional,Teknologi,Internasional,Finalis,2020,0898583300,2026-05-17T15:02:44+07:00
PRSbefdadfc,2020SK21607,LKTIN Nasional,Riset,Nasional,Juara 3,2023,0273483257,2026-05-17T15:02:44+07:00
PRS97a84a33,2017FT25338,LKTIN Nasional,Desain,Regional,Juara 1,2022,0621209738,2026-05-17T15:02:44+07:00
PRS3791b9b3,2017BIO46629,Gemastik,Seni,Institusi,Juara 3,2023,,2026-05-17T15:02:44+07:00
PRS4ace5dca,2020TP20441,National Bridge Competition,Desain,Institusi,Juara 3,2023,0797723671,2026-05-17T15:02:44+07:00
PRS712fc8bc,2025MB27958,Shell Eco-Marathon,Riset,Internasional,Juara 2,2025,0283841001,2026-05-17T15:02:44+07:00
PRSb0ce94eb,2017AG36136,Kontes Robot Indonesia,Desain,Internasional,Finalis,2023,0290415002,2026-05-17T15:02:44+07:00
PRS312cc416,2018TP03671,Gemastik,Seni,Institusi,Juara 3,2025,0343772469,2026-05-17T15:02:44+07:00
PRS7fd34564,2018TK07785,Pilmapres,Riset,Regional,Juara 2,2022,0506519502,2026-05-17T15:02:44+07:00
PRSb311d16d,2023TM13297,Kontes Robot Indonesia,Desain,Institusi,Finalis,2020,0789349530,2026-05-17T15:02:44+07:00
PRSc3a5fbb4,2021SK27998,Data Science Challenge,Teknologi,Internasional,Juara 3,2023,0886295023,2026-05-17T15:02:44+07:00
PRScc281c51,2025KIM30838,Pilmapres,Seni,Institusi,Finalis,2021,0216905039,2026-05-17T15:02:44+07:00
PRS3d2ccfd6,2025SI01948,Imagine Cup,Desain,Regional,Juara 3,2020,0179170157,2026-05-17T15:02:44+07:00
PRS9b55b91a,2016AG47355,Imagine Cup,Riset,Nasional,Juara 3,2025,0460551318,2026-05-17T15:02:44+07:00
PRSa9307331,2018BIO48523,Smart City Competition,Teknologi,Nasional,Juara 3,2023,,2026-05-17T15:02:44+07:00
PRS9f6070a6,2017TS36773,LKTIN Nasional,Teknologi,Internasional,Juara 2,2024,0721602269,2026-05-17T15:02:44+07:00
PRS65216b34,2019TLK37197,Kontes Robot Indonesia,Desain,Institusi,Juara 2,2023,,2026-05-17T15:02:44+07:00
PRS5ef0bc0a,2017KIM42944,ACM ICPC Regional,Desain,Internasional,Finalis,2023,0389653717,2026-05-17T15:02:44+07:00
PRS0de07e1c,2023TL29806,LKTIN Nasional,Debat,Nasional,Juara 2,2021,,2026-05-17T15:02:44+07:00
PRS88d2bf8b,2024TP25813,ACM ICPC Regional,Debat,Internasional,Juara 1,2020,0922288148,2026-05-17T15:02:44+07:00
PRS5757c528,2023BIO36716,Imagine Cup,Olahraga,Nasional,Juara 3,2020,,2026-05-17T15:02:44+07:00
PRSeb49d509,2020PWK28962,ACM ICPC Regional,Desain,Institusi,Juara 1,2023,,2026-05-17T15:02:44+07:00
PRS61e51349,2016TM45927,Pilmapres,Olahraga,Institusi,Juara 2,2024,,2026-05-17T15:02:44+07:00
PRS81596361,2019MTK22819,IoT Hackathon,Riset,Institusi,Juara 2,2023,0219470255,2026-05-17T15:02:44+07:00
PRS618aced4,2016SI14641,Geospatial Hackathon,Riset,Internasional,Juara 3,2024,0696604756,2026-05-17T15:02:44+07:00
PRS1b974224,2024MB12735,IoT Hackathon,Riset,Nasional,Juara 3,2023,0869596193,2026-05-17T15:02:44+07:00
PRS76316eef,2021AR03601,KMIPN,Olahraga,Regional,Juara 1,2023,0887456445,2026-05-17T15:02:44+07:00
PRS0fbd4f4b,2017MB08040,Pilmapres,Riset,Regional,Juara 3,2020,,2026-05-17T15:02:44+07:00
PRS7469b8ff,2022FIS39772,Gemastik,Seni,Regional,Finalis,2024,0801875223,2026-05-17T15:02:44+07:00
PRSc9ea923b,2018TP18306,Geospatial Hackathon,Riset,Institusi,Juara 1,2025,0243437254,2026-05-17T15:02:44+07:00
PRSaf42a23c,2022AG27950,ONMIPA,Teknologi,Institusi,Juara 1,2022,0249824138,2026-05-17T15:02:44+07:00
PRSd570d8a8,2019KIM26814,Geospatial Hackathon,Olahraga,Internasional,Juara 2,2021,0882017279,2026-05-17T15:02:44+07:00
PRS1b1686ea,2016TLK15079,IoT Hackathon,Debat,Regional,Juara 1,2021,0285890712,2026-05-17T15:02:44+07:00
PRS596db5fb,2019TS04061,Smart City Competition,Desain,Institusi,Juara 3,2021,0949309650,2026-05-17T15:02:44+07:00
PRSfd6843f7,2019FT48106,Imagine Cup,Olahraga,Institusi,Juara 1,2023,0505699649,2026-05-17T15:02:44+07:00
PRS4edefe4c,2016SI08419,IoT Hackathon,Teknologi,Nasional,Juara 1,2021,0484403662,2026-05-17T15:02:44+07:00
PRSd4278a4a,2016TS02899,ACM ICPC Regional,Debat,Nasional,Finalis,2022,0895999418,2026-05-17T15:02:44+07:00
PRS268829b2,2025BIO15568,LKTIN Nasional,Debat,Institusi,Juara 1,2025,0274594566,2026-05-17T15:02:44+07:00
PRS53691cf2,2018TS27387,Pilmapres,Riset,Regional,Juara 3,2021,0910336106,2026-05-17T15:02:44+07:00
PRSb098b8b5,2024PWK02247,Smart City Competition,Seni,Institusi,Juara 1,2023,0698519230,2026-05-17T15:02:44+07:00
PRS80025886,2025TI09961,Pilmapres,Seni,Internasional,Juara 3,2024,0989302581,2026-05-17T15:02:44+07:00
PRSfc7a6728,2020IF32298,LKTIN Nasional,Desain,Institusi,Juara 2,2021,0484318189,2026-05-17T15:02:44+07:00
PRS382949b8,2018TM00881,Imagine Cup,Teknologi,Regional,Juara 2,2025,0456164183,2026-05-17T15:02:44+07:00
PRSce14dfbd,2025AG01924,ONMIPA,Seni,Internasional,Finalis,2024,0129175648,2026-05-17T15:02:44+07:00
PRS536909cb,2025SK20555,ONMIPA,Riset,Nasional,Juara 1,2025,,2026-05-17T15:02:44+07:00
PRS4b7fe665,2016FT25247,Geospatial Hackathon,Seni,Regional,Juara 3,2024,0844529698,2026-05-17T15:02:44+07:00
PRS8eeb5c84,2024AR01708,Gemastik,Olahraga,Regional,Juara 3,2022,0122252166,2026-05-17T15:02:44+07:00
PRS1cdc432c,2016AR09622,Geospatial Hackathon,Debat,Nasional,Juara 3,2022,0657715610,2026-05-17T15:02:44+07:00
PRSe19dbcbf,2021TG40737,PKM Dikti,Debat,Nasional,Juara 1,2020,0769091174,2026-05-17T15:02:44+07:00
PRSb998f765,2023BIO07441,Smart City Competition,Olahraga,Internasional,Juara 2,2020,0573132397,2026-05-17T15:02:44+07:00
PRS5db4c1b1,2019IF00849,Electric Vehicle Competition,Riset,Institusi,Juara 3,2023,0409799611,2026-05-17T15:02:44+07:00
PRSe40bb741,2020TP00133,Pilmapres,Olahraga,Regional,Juara 3,2024,0173883176,2026-05-17T15:02:44+07:00
PRS5fc67454,2019TE04460,IoT Hackathon,Desain,Nasional,Juara 2,2020,0831921723,2026-05-17T15:02:44+07:00
PRS9072ea8b,2017AG24904,Electric Vehicle Competition,Desain,Regional,Juara 1,2021,0143876797,2026-05-17T15:02:44+07:00
PRS23fd6e70,2016FT24858,Kontes Robot Indonesia,Desain,Institusi,Finalis,2021,0805876617,2026-05-17T15:02:44+07:00
PRS7e8bb045,2018FT02948,National Bridge Competition,Teknologi,Nasional,Juara 1,2022,0958506385,2026-05-17T15:02:44+07:00
PRSe654c285,2025SI48368,Kontes Robot Indonesia,Debat,Nasional,Juara 2,2024,0569145413,2026-05-17T15:02:44+07:00
PRS8d1cadd8,2016SI32878,Pilmapres,Desain,Regional,Juara 3,2020,0801875223,2026-05-17T15:02:44+07:00
PRSb49ddbce,2024MTK08812,National Bridge Competition,Olahraga,Regional,Juara 3,2021,,2026-05-17T15:02:44+07:00
PRS6e512202,2016TS24199,LKTIN Nasional,Desain,Regional,Juara 1,2022,0179170161,2026-05-17T15:02:44+07:00
PRS354826b6,2024IF11485,Kontes Robot Indonesia,Teknologi,Institusi,Finalis,2020,,2026-05-17T15:02:44+07:00
PRSa3200be5,2023TI35801,ACM ICPC Regional,Olahraga,Nasional,Juara 1,2024,0201548718,2026-05-17T15:02:44+07:00
PRSbb21c5f6,2017TL08249,Kontes Robot Indonesia,Riset,Institusi,Juara 2,2024,,2026-05-17T15:02:44+07:00
PRSb6794310,2019AR13894,ACM ICPC Regional,Desain,Institusi,Juara 2,2020,0258633460,2026-05-17T15:02:44+07:00
PRS75fa32dc,2025PWK39366,Geospatial Hackathon,Riset,Nasional,Finalis,2020,0212638587,2026-05-17T15:02:44+07:00
PRS7a2669a5,2023MTK46968,PKM Dikti,Olahraga,Institusi,Juara 2,2020,,2026-05-17T15:02:44+07:00
PRS91a6701f,2024MB43345,KMIPN,Teknologi,Institusi,Juara 1,2020,0468311395,2026-05-17T15:02:44+07:00
PRS97de0953,2024BIO03515,Geospatial Hackathon,Desain,Nasional,Juara 3,2020,0756791684,2026-05-17T15:02:44+07:00
PRS890a0cef,2017BIO14114,Kontes Robot Indonesia,Teknologi,Institusi,Juara 1,2021,0196364267,2026-05-17T15:02:44+07:00
PRS2f562b9e,2021GL06346,KMIPN,Olahraga,Nasional,Finalis,2023,0786875308,2026-05-17T15:02:44+07:00
PRS483324b4,2017AG01455,ONMIPA,Seni,Institusi,Finalis,2025,0638825150,2026-05-17T15:02:44+07:00
PRS50391e6a,2019BIO47905,KMIPN,Desain,Institusi,Juara 3,2024,0384978405,2026-05-17T15:02:44+07:00
PRS520dc266,2019GL28136,Kontes Robot Indonesia,Desain,Regional,Juara 2,2020,0404990618,2026-05-17T15:02:44+07:00
PRSd161fdb7,2017PWK05541,Data Science Challenge,Desain,Nasional,Finalis,2022,0461485330,2026-05-17T15:02:44+07:00
PRS84d84514,2021TI43489,Geospatial Hackathon,Seni,Institusi,Juara 2,2021,0667710212,2026-05-17T15:02:44+07:00
PRSe3f62307,2019TP08129,Data Science Challenge,Teknologi,Nasional,Juara 2,2025,,2026-05-17T15:02:44+07:00
PRS1c6b247d,2016TG18188,National Bridge Competition,Olahraga,Regional,Juara 2,2023,0407151417,2026-05-17T15:02:44+07:00
PRSa41cc8d0,2019FIS46477,Data Science Challenge,Riset,Regional,Juara 3,2020,,2026-05-17T15:02:44+07:00
PRSa04d387c,2016TP25868,National Bridge Competition,Seni,Institusi,Juara 1,2025,,2026-05-17T15:02:44+07:00
PRS7b5033f7,2023IF29161,Gemastik,Teknologi,Nasional,Finalis,2021,0124777426,2026-05-17T15:02:44+07:00
