pkm_id,judul,dosen_id,jurusan_id,tahun,dana,lokasi,rekognisi_internasional,diterapkan_masyarakat,ingested_at
PKM3c08c152,Pengabdian Community Development - a59e7e09,0540472007,JMB,2024,50000000,Pesawaran,False,False,2026-05-17T15:02:44+07:00
PKM8f65dcb2,Pengabdian Innovative Industry - 729ce5a7,0540472007,JMB,2021,50000000,Lampung Timur,False,False,2026-05-17T15:02:44+07:00
PKM669a1764,Pengabdian Sustainable Energy - 11af76e9,0455785009,JTK,2024,25000000,Lampung Utara,False,True,2026-05-17T15:02:44+07:00
PKMf1551e69,Pengabdian Innovative Industry - da2a179e,0199407013,JSA,2022,10000000,Pesawaran,False,True,2026-05-17T15:02:44+07:00
PKM106190aa,Pengabdian Community Development - 2a6ac5fd,0199407013,JSA,2024,50000000,Lampung Utara,False,True,2026-05-17T15:02:44+07:00
PKM8e5bc5a0,Pengabdian Green Infrastructure - fa150a0e,0736311014,JTI,2020,50000000,Lampung Utara,False,False,2026-05-17T15:02:44+07:00
PKM64660ff3,Pengabdian Community Development - f84bb674,0736311014,JTI,2023,3000000,Way Kanan,False,True,2026-05-17T15:02:44+07:00
PKM640756df,Pengabdian Green Infrastructure - 23640707,0736311014,JTI,2022,5000000,Tulang Bawang,False,True,2026-05-17T15:02:44+07:00
PKMc2a3c6fe,Pengabdian Sustainable Energy - e0fd9526,0811531015,JTI,2024,25000000,Pesawaran,False,False,2026-05-17T15:02:44+07:00
PKM3b3f6f9b,Pengabdian Sustainable Energy - 4db2f942,0811531015,JTI,2020,3000000,Way Kanan,False,False,2026-05-17T15:02:44+07:00
PKM29d4e330,Pengabdian Community Development - da4489b7,0811531015,JTI,2023,10000000,Lampung Timur,False,True,2026-05-17T15:02:44+07:00
PKM037e086e,Pengabdian Sustainable Energy - 0ec6453f,0854318016,JTI,2020,5000000,Lampung Timur,False,False,2026-05-17T15:02:44+07:00
PKM3d1e7259,Pengabdian Community Development - aab5e455,0854318016,JTI,2020,3000000,Way Kanan,False,True,2026-05-17T15:02:44+07:00
PKMc8cab6a0,Pengabdian Innovative Industry - c3f36504,0854318016,JTI,2023,50000000,Lampung Utara,False,True,2026-05-17T15:02:44+07:00
PKM3616a882,Pengabdian Innovative Industry - 9bfe1de6,0572793017,JTK,2020,50000000,Pesisir Barat,False,False,2026-05-17T15:02:44+07:00
PKMe9e0ae00,Pengabdian Sustainable Energy - 241eb51c,0977618018,JSA,2023,50000000,Lampung Selatan,False,True,2026-05-17T15:02:44+07:00
PKMb85d509c,Pengabdian Community Development - 5fd69e8a,0178756019,JSA,2024,25000000,Way Kanan,False,False,2026-05-17T15:02:44+07:00
PKM368781d5,Pengabdian Community Development - 29d55e13,0977209021,JTP,2024,3000000,Way Kanan,False,False,2026-05-17T15:02:44+07:00
PKMfa9bf773,Pengabdian Sustainable Energy - 232b17eb,0240448022,JTK,2024,50000000,Lampung Tengah,True,True,2026-05-17T15:02:44+07:00
PKMe4480e9b,Pengabdian Innovative Industry - de302c9a,0886295023,JSA,2023,10000000,Lampung Utara,False,False,2026-05-17T15:02:44+07:00
PKM5f631b46,Pengabdian Green Infrastructure - 8d550bd7,0686659024,JTK,2025,50000000,Lampung Timur,False,True,2026-05-17T15:02:44+07:00
PKM4402b659,Pengabdian Innovative Industry - 59850228,0761133025,JSA,2022,5000000,Lampung Selatan,False,False,2026-05-17T15:02:44+07:00
PKM83f4782f,Pengabdian Sustainable Energy - ac490311,0557463026,JTI,2021,3000000,Lampung Barat,False,True,2026-05-17T15:02:44+07:00
PKMf2092079,Pengabdian Community Development - 00405df4,0557463026,JTI,2021,50000000,Lampung Selatan,False,True,2026-05-17T15:02:44+07:00
PKM2a671b30,Pengabdian Community Development - 5038abc0,0870232027,JTK,2024,3000000,Mesuji,False,False,2026-05-17T15:02:44+07:00
PKM945b1b83,Pengabdian Community Development - ef0c2c0c,0502216029,JTI,2021,3000000,Lampung Tengah,False,False,2026-05-17T15:02:44+07:00
PKMa208ae34,Pengabdian Community Development - e10ed398,0502216029,JTI,2022,5000000,Mesuji,False,False,2026-05-17T15:02:44+07:00
PKM78c13d58,Pengabdian Sustainable Energy - a50c3b08,0970758033,JMB,2024,10000000,Lampung Selatan,False,False,2026-05-17T15:02:44+07:00
PKM1d3d3d45,Pengabdian Innovative Industry - d6c7b7db,0970758033,JMB,2025,25000000,Lampung Timur,False,False,2026-05-17T15:02:44+07:00
PKM036307af,Pengabdian Green Infrastructure - 5e1631cd,0666800034,JSA,2025,5000000,Lampung Barat,False,False,2026-05-17T15:02:44+07:00
PKMca8572c3,Pengabdian Community Development - 980e3ca2,0666800034,JSA,2025,5000000,Bandar Lampung,False,False,2026-05-17T15:02:44+07:00
PKMca5984f7,Pengabdian Green Infrastructure - 74bac3b8,0666800034,JSA,2024,10000000,Tulang Bawang,False,True,2026-05-17T15:02:44+07:00
PKMe8665161,Pengabdian Sustainable Energy - ac3629c6,0666800034,JSA,2023,5000000,Tulang Bawang,False,False,2026-05-17T15:02:44+07:00
PKM7ca04b83,Pengabdian Innovative Industry - 6e093696,0455276035,JTI,2022,50000000,Tulang Bawang,False,True,2026-05-17T15:02:44+07:00
PKM763b555c,Pengabdian Community Development - dddd0bf7,0466171036,JMB,2024,3000000,Lampung Selatan,False,True,2026-05-17T15:02:44+07:00
PKM9c68090e,Pengabdian Sustainable Energy - 412edf84,0466171036,JMB,2022,25000000,Lampung Selatan,False,True,2026-05-17T15:02:44+07:00
PKMdd757b4f,Pengabdian Community Development - 38897972,0466171036,JMB,2021,3000000,Lampung Selatan,False,True,2026-05-17T15:02:44+07:00
PKMe1789aae,Pengabdian Sustainable Energy - d0836840,0724811038,JTK,2022,10000000,Lampung Tengah,False,False,2026-05-17T15:02:44+07:00
PKM70073374,Pengabdian Community Development - f259dd0c,0216905039,JTK,2023,50000000,Lampung Tengah,False,False,2026-05-17T15:02:44+07:00
PKM15c0df82,Pengabdian Innovative Industry - 2843ff6a,0824983040,JTI,2022,3000000,Pesawaran,False,True,2026-05-17T15:02:44+07:00
PKM0b49fc9a,Pengabdian Community Development - 1a5d9176,0600191041,JSA,2020,50000000,Pesisir Barat,False,True,2026-05-17T15:02:44+07:00
PKM0160d265,Pengabdian Green Infrastructure - 79b4f5c7,0485717044,JTP,2020,10000000,Lampung Tengah,False,True,2026-05-17T15:02:44+07:00
PKMd88c31a6,Pengabdian Sustainable Energy - 39e6c3c9,0485717044,JTP,2022,10000000,Lampung Barat,False,True,2026-05-17T15:02:44+07:00
PKM993caa85,Pengabdian Community Development - 9bfa1335,0275572045,JTI,2025,50000000,Metro,False,False,2026-05-17T15:02:44+07:00
PKMa520233f,Pengabdian Community Development - fa6ee2ff,0926738046,JTP,2022,10000000,Mesuji,False,False,2026-05-17T15:02:44+07:00
PKM9939eea8,Pengabdian Sustainable Energy - bba7824c,0926738046,JTP,2020,5000000,Lampung Tengah,False,False,2026-05-17T15:02:44+07:00
PKM809ee51d,Pengabdian Sustainable Energy - 8bac63f2,0872403048,JTI,2021,5000000,Mesuji,False,True,2026-05-17T15:02:44+07:00
PKM52bc24a1,Pengabdian Community Development - c6710bcb,0872403048,JTI,2021,3000000,Lampung Barat,False,False,2026-05-17T15:02:44+07:00
PKM19dd3e37,Pengabdian Green Infrastructure - d3773704,0763840049,JTK,2021,3000000,Bandar Lampung,False,True,2026-05-17T15:02:44+07:00
PKMf1593bde,Pengabdian Green Infrastructure - d315f3cf,0763840049,JTK,2025,25000000,Lampung Barat,False,False,2026-05-17T15:02:44+07:00
PKMedcb641d,Pengabdian Innovative Industry - 4e3f8dff,0329951050,JTK,2023,25000000,Mesuji,False,True,2026-05-17T15:02:44+07:00
PKM65ffc7d1,Pengabdian Green Infrastructure - 09aec01f,0745422052,JTK,2020,5000000,Bandar Lampung,False,True,2026-05-17T15:02:44+07:00
PKMb9bbd6fd,Pengabdian Green Infrastructure - b6714a5c,0745422052,JTK,2024,25000000,Metro,False,True,2026-05-17T15:02:44+07:00
PKMb5158c0e,Pengabdian Innovative Industry - 43386e56,0418293053,JTI,2021,10000000,Bandar Lampung,False,True,2026-05-17T15:02:44+07:00
PKM7e82d348,Pengabdian Innovative Industry - 313d500f,0418293053,JTI,2020,5000000,Pringsewu,False,True,2026-05-17T15:02:44+07:00
PKMb321749c,Pengabdian Green Infrastructure - 49da05a4,0852677054,JSA,2021,5000000,Tanggamus,True,False,2026-05-17T15:02:44+07:00
PKM3853f292,Pengabdian Green Infrastructure - 8830c3e8,0510075057,JTI,2025,10000000,Lampung Timur,False,False,2026-05-17T15:02:44+07:00
PKMa1106a37,Pengabdian Innovative Industry - 0a3cda23,0431352060,JTP,2023,10000000,Pesawaran,False,False,2026-05-17T15:02:44+07:00
PKM3b041f25,Pengabdian Innovative Industry - 9dd02463,0284136063,JTP,2022,10000000,Lampung Barat,False,True,2026-05-17T15:02:44+07:00
PKMe1c8aaa8,Pengabdian Sustainable Energy - 5f81b5f3,0284136063,JTP,2020,10000000,Way Kanan,False,True,2026-05-17T15:02:44+07:00
PKM98cb6cac,Pengabdian Sustainable Energy - 2392752d,0363224064,JSA,2020,3000000,Lampung Utara,False,True,2026-05-17T15:02:44+07:00
PKM91e8d0c3,Pengabdian Community Development - 7a009c6b,0363224064,JSA,2025,10000000,Lampung Tengah,False,True,2026-05-17T15:02:44+07:00
PKM27b1b7d0,Pengabdian Innovative Industry - 10e01e35,0489290065,JTP,2021,25000000,Lampung Utara,False,True,2026-05-17T15:02:44+07:00
PKM2ec65c38,Pengabdian Green Infrastructure - fa9d709c,0489290065,JTP,2020,50000000,Lampung Utara,False,False,2026-05-17T15:02:44+07:00
PKM003d6ca8,Pengabdian Sustainable Energy - 0ed3ba14,0817855066,JTP,2021,3000000,Mesuji,False,False,2026-05-17T15:02:44+07:00
PKMe13d9987,Pengabdian Sustainable Energy - fdcbf73e,0892295069,JTI,2021,3000000,Tulang Bawang,False,True,2026-05-17T15:02:44+07:00
PKMe3c69f41,Pengabdian Community Development - 0ccd5fc1,0958454070,JTI,2020,50000000,Lampung Barat,False,False,2026-05-17T15:02:44+07:00
PKMcfc2a2be,Pengabdian Innovative Industry - 1a336f9a,0823975072,JTK,2023,10000000,Tulang Bawang,False,True,2026-05-17T15:02:44+07:00
PKM139ef1bc,Pengabdian Green Infrastructure - c5ea98af,0566731073,JTK,2023,5000000,Lampung Tengah,False,False,2026-05-17T15:02:44+07:00
PKM3b43152a,Pengabdian Sustainable Energy - 78070e0c,0763053074,JTP,2024,50000000,Metro,True,False,2026-05-17T15:02:44+07:00
PKM8598dcc0,Pengabdian Sustainable Energy - f0328c7b,0763053074,JTP,2025,5000000,Lampung Selatan,False,False,2026-05-17T15:02:44+07:00
PKM9a8127df,Pengabdian Green Infrastructure - 405ec1a1,0151811075,JTI,2023,25000000,Metro,False,False,2026-05-17T15:02:44+07:00
PKMe531bd20,Pengabdian Green Infrastructure - a92f860f,0151811075,JTI,2020,3000000,Mesuji,False,False,2026-05-17T15:02:44+07:00
PKMad7323f9,Pengabdian Green Infrastructure - 53bb3aa9,0967432076,JMB,2021,10000000,Way Kanan,False,False,2026-05-17T15:02:44+07:00
PKM52def744,Pengabdian Innovative Industry - a965015c,0967432076,JMB,2025,25000000,Tulang Bawang,False,False,2026-05-17T15:02:44+07:00
PKM7b099e8a,Pengabdian Innovative Industry - 1cb98512,0745110078,JSA,2023,50000000,Mesuji,False,False,2026-05-17T15:02:44+07:00
PKM719149a0,Pengabdian Sustainable Energy - 89a4e03e,0745110078,JSA,2024,25000000,Way Kanan,False,False,2026-05-17T15:02:44+07:00
PKMe672e4ee,Pengabdian Green Infrastructure - 210db6ca,0376716079,JTI,2020,25000000,Lampung Barat,False,False,2026-05-17T15:02:44+07:00
PKMd83725f8,Pengabdian Innovative Industry - dd0499ef,0376716079,JTI,2021,25000000,Lampung Barat,False,False,2026-05-17T15:02:44+07:00
PKM1ce7bb5f,Pengabdian Community Development - 00fc3cb2,0603893080,JSA,2021,50000000,Bandar Lampung,False,False,2026-05-17T15:02:44+07:00
PKMc04c214d,Pengabdian Green Infrastructure - 7df233ef,0772118081,JTK,2021,10000000,Bandar Lampung,False,False,2026-05-17T15:02:44+07:00
PKM207fff73,Pengabdian Sustainable Energy - b59bf0e1,0772118081,JTK,2021,50000000,Lampung Utara,False,False,2026-05-17T15:02:44+07:00
PKMd9d7fde9,Pengabdian Innovative Industry - 97d709c7,0549356082,JSA,2025,25000000,Lampung Tengah,False,True,2026-05-17T15:02:44+07:00
PKM62ab2744,Pengabdian Innovative Industry - f5111537,0554056083,JSA,2020,10000000,Lampung Tengah,False,False,2026-05-17T15:02:44+07:00
PKMbe85908e,Pengabdian Community Development - 6945c35d,0953179084,JTP,2021,3000000,Tulang Bawang,False,True,2026-05-17T15:02:44+07:00
PKMb20fc40d,Pengabdian Green Infrastructure - 24c4bddd,0953179084,JTP,2020,10000000,Lampung Tengah,False,False,2026-05-17T15:02:44+07:00
PKMbba450c5,Pengabdian Green Infrastructure - fcfcb786,0953179084,JTP,2021,50000000,Tulang Bawang,False,False,2026-05-17T15:02:44+07:00
PKMb7727986,Pengabdian Green Infrastructure - dc680e3a,0889331085,JTI,2020,25000000,Lampung Utara,False,True,2026-05-17T15:02:44+07:00
PKM91dbd1ab,Pengabdian Innovative Industry - f9f0f87b,0756427087,JTI,2023,25000000,Bandar Lampung,False,False,2026-05-17T15:02:44+07:00
PKM39319354,Pengabdian Innovative Industry - 42c20a9c,0756427087,JTI,2024,5000000,Metro,False,False,2026-05-17T15:02:44+07:00
PKM8cad70c1,Pengabdian Green Infrastructure - 4fb78e51,0398086090,JTI,2025,3000000,Way Kanan,False,True,2026-05-17T15:02:44+07:00
PKMa9c500e2,Pengabdian Sustainable Energy - 33d4cbdd,0398086090,JTI,2022,3000000,Lampung Utara,False,False,2026-05-17T15:02:44+07:00
PKMc70bd167,Pengabdian Innovative Industry - 4a3c7ddd,0568855091,JTP,2024,50000000,Pesawaran,False,False,2026-05-17T15:02:44+07:00
PKM76276c13,Pengabdian Sustainable Energy - 51100253,0568855091,JTP,2023,5000000,Lampung Selatan,False,True,2026-05-17T15:02:44+07:00
PKMf38f87f0,Pengabdian Innovative Industry - 64a8b915,0328050092,JTI,2022,50000000,Way Kanan,True,True,2026-05-17T15:02:44+07:00
PKM5c779e34,Pengabdian Green Infrastructure - a84f3f87,0590752094,JTI,2023,10000000,Lampung Selatan,False,False,2026-05-17T15:02:44+07:00
PKM3c377d95,Pengabdian Sustainable Energy - 73532481,0496065095,JTK,2025,50000000,Lampung Timur,False,False,2026-05-17T15:02:44+07:00
PKM9211ea3d,Pengabdian Innovative Industry - c68be4fb,0483997097,JTK,2021,3000000,Tulang Bawang,False,False,2026-05-17T15:02:44+07:00
PKM61426033,Pengabdian Innovative Industry - 942e0877,0615370098,JTP,2024,25000000,Metro,False,False,2026-05-17T15:02:44+07:00
PKM23807106,Pengabdian Innovative Industry - c99d6649,0303797099,JTI,2024,5000000,Way Kanan,False,True,2026-05-17T15:02:44+07:00
PKMb2d3e4b0,Pengabdian Sustainable Energy - f3d75c2e,0839739101,JTI,2021,25000000,Bandar Lampung,False,True,2026-05-17T15:02:44+07:00
PKM0cb0e402,Pengabdian Innovative Industry - 1fbf75dd,0839739101,JTI,2020,10000000,Way Kanan,False,True,2026-05-17T15:02:44+07:00
PKM3db0f5f2,Pengabdian Green Infrastructure - c1aadea0,0990753103,JTP,2021,10000000,Tulang Bawang,False,False,2026-05-17T15:02:44+07:00
PKMbc9acfda,Pengabdian Community Development - 26f6d7a2,0195030104,JTI,2022,3000000,Metro,False,True,2026-05-17T15:02:44+07:00
PKM44e9fb94,Pengabdian Green Infrastructure - 6be1fb3a,0344033105,JTK,2022,3000000,Metro,False,False,2026-05-17T15:02:44+07:00
PKMad80c6f8,Pengabdian Green Infrastructure - deabf1d7,0344033105,JTK,2024,50000000,Pesawaran,False,False,2026-05-17T15:02:44+07:00
PKMd21f9924,Pengabdian Innovative Industry - 9e63bf9a,0910336106,JTI,2023,3000000,Metro,False,True,2026-05-17T15:02:44+07:00
PKMfd2c6dd1,Pengabdian Innovative Industry - e802501f,0799515108,JTP,2022,5000000,Bandar Lampung,False,False,2026-05-17T15:02:44+07:00
PKM54c6feb1,Pengabdian Community Development - 95a330ad,0749047109,JTK,2024,5000000,Way Kanan,True,True,2026-05-17T15:02:44+07:00
PKM2d1eef66,Pengabdian Sustainable Energy - 8a02676d,0749047109,JTK,2023,5000000,Tanggamus,False,False,2026-05-17T15:02:44+07:00
PKM994cd295,Pengabdian Green Infrastructure - a6a1e9ef,0857220112,JTI,2025,3000000,Lampung Selatan,False,True,2026-05-17T15:02:44+07:00
PKMaa7b3c27,Pengabdian Community Development - fa6d4598,0857220112,JTI,2020,25000000,Tanggamus,False,False,2026-05-17T15:02:44+07:00
PKMf244337c,Pengabdian Green Infrastructure - b85ede14,0268106113,JTK,2020,50000000,Lampung Utara,False,False,2026-05-17T15:02:44+07:00
PKMecd2b26c,Pengabdian Sustainable Energy - 31648e45,0277410114,JTK,2020,3000000,Pringsewu,False,False,2026-05-17T15:02:44+07:00
PKMf0028fac,Pengabdian Sustainable Energy - d9ad7ac8,0277410114,JTK,2020,10000000,Tulang Bawang,False,False,2026-05-17T15:02:44+07:00
PKM5c40f205,Pengabdian Innovative Industry - 94c5737f,0277410114,JTK,2022,3000000,Pesisir Barat,False,True,2026-05-17T15:02:44+07:00
PKM8f3d9b69,Pengabdian Innovative Industry - f4d1cd83,0853327115,JTP,2022,5000000,Way Kanan,False,False,2026-05-17T15:02:44+07:00
PKM2b76892f,Pengabdian Community Development - d27f4798,0465218116,JTK,2020,25000000,Tanggamus,False,False,2026-05-17T15:02:44+07:00
PKM40b18593,Pengabdian Community Development - ac47854a,0635064117,JTP,2022,10000000,Lampung Utara,False,False,2026-05-17T15:02:44+07:00
PKMa6bdfdda,Pengabdian Green Infrastructure - 02b53f62,0215492118,JTI,2022,50000000,Mesuji,False,False,2026-05-17T15:02:44+07:00
PKM25212c09,Pengabdian Community Development - d004248e,0215492118,JTI,2022,3000000,Bandar Lampung,False,False,2026-05-17T15:02:44+07:00
PKM747db9f2,Pengabdian Green Infrastructure - b72b6a93,0944810120,JTI,2021,5000000,Way Kanan,False,False,2026-05-17T15:02:44+07:00
PKM37a9a218,Pengabdian Community Development - f5b38cab,0954266121,JSA,2021,50000000,Metro,False,True,2026-05-17T15:02:44+07:00
PKM98492b9a,Pengabdian Sustainable Energy - a8482b53,0954266121,JSA,2021,25000000,Way Kanan,False,False,2026-05-17T15:02:44+07:00
PKMa3b49640,Pengabdian Sustainable Energy - 0627ba5d,0194197124,JSA,2023,25000000,Lampung Barat,False,False,2026-05-17T15:02:44+07:00
PKM55f36a79,Pengabdian Sustainable Energy - 93c68131,0194197124,JSA,2021,3000000,Metro,False,False,2026-05-17T15:02:44+07:00
PKM80e24122,Pengabdian Innovative Industry - 7b771460,0241868125,JTK,2025,10000000,Pesisir Barat,False,True,2026-05-17T15:02:44+07:00
PKM9f7c2f3f,Pengabdian Community Development - 243b066b,0344420126,JTK,2024,10000000,Way Kanan,False,True,2026-05-17T15:02:44+07:00
PKM1c6769ae,Pengabdian Green Infrastructure - 700fc260,0112654127,JTI,2022,25000000,Lampung Barat,False,False,2026-05-17T15:02:44+07:00
PKM713ca2df,Pengabdian Community Development - f4b5baaa,0475684128,JTI,2024,10000000,Mesuji,False,False,2026-05-17T15:02:44+07:00
PKM730ef9eb,Pengabdian Sustainable Energy - 333948fa,0411948129,JTI,2021,50000000,Pringsewu,False,False,2026-05-17T15:02:44+07:00
PKM046d6da0,Pengabdian Innovative Industry - a5b2d99f,0411948129,JTI,2022,10000000,Lampung Barat,False,True,2026-05-17T15:02:44+07:00
PKM3425b1fc,Pengabdian Green Infrastructure - 9fe9b03f,0411948129,JTI,2023,3000000,Pringsewu,False,False,2026-05-17T15:02:44+07:00
PKM8b43f7b8,Pengabdian Green Infrastructure - 2955b75d,0908309130,JTK,2022,50000000,Pesisir Barat,False,False,2026-05-17T15:02:44+07:00
PKM98224754,Pengabdian Green Infrastructure - 48bcfb72,0776237134,JTK,2024,50000000,Lampung Barat,True,True,2026-05-17T15:02:44+07:00
PKMadce3d57,Pengabdian Community Development - 9cdcfbcc,0776237134,JTK,2025,50000000,Lampung Selatan,False,False,2026-05-17T15:02:44+07:00
PKM1308e004,Pengabdian Community Development - 94687a38,0776237134,JTK,2022,50000000,Lampung Tengah,False,False,2026-05-17T15:02:44+07:00
PKM30da708a,Pengabdian Sustainable Energy - a58edf9a,0811501135,JTP,2023,25000000,Lampung Barat,False,True,2026-05-17T15:02:44+07:00
PKM66a52023,Pengabdian Community Development - 10809ddf,0811501135,JTP,2023,10000000,Lampung Utara,False,True,2026-05-17T15:02:44+07:00
PKMb762abe4,Pengabdian Green Infrastructure - 8585693e,0446343136,JTK,2025,50000000,Way Kanan,False,True,2026-05-17T15:02:44+07:00
PKM1aa71a77,Pengabdian Innovative Industry - d9fd7cd9,0694247137,JTI,2020,3000000,Tanggamus,False,False,2026-05-17T15:02:44+07:00
PKMe688571d,Pengabdian Sustainable Energy - cda2aa72,0694247137,JTI,2023,3000000,Mesuji,False,False,2026-05-17T15:02:44+07:00
PKMa7f7e55d,Pengabdian Green Infrastructure - c5ef4892,0654462139,JTK,2021,10000000,Lampung Timur,False,True,2026-05-17T15:02:44+07:00
PKM31c5ab43,Pengabdian Innovative Industry - e709d530,0746444140,JSA,2022,5000000,Pesawaran,False,True,2026-05-17T15:02:44+07:00
PKMad338ac0,Pengabdian Sustainable Energy - c907d0f0,0746444140,JSA,2023,50000000,Tulang Bawang,False,False,2026-05-17T15:02:44+07:00
PKM3bbb3093,Pengabdian Innovative Industry - dd34aa50,0190901141,JTI,2024,10000000,Lampung Utara,False,True,2026-05-17T15:02:44+07:00
PKMc9094534,Pengabdian Community Development - f50d12cd,0860564142,JTK,2024,3000000,Pesawaran,False,False,2026-05-17T15:02:44+07:00
PKM7a5e8e5e,Pengabdian Sustainable Energy - d386519b,0336173143,JTP,2024,50000000,Metro,False,False,2026-05-17T15:02:44+07:00
PKMca45168e,Pengabdian Green Infrastructure - a3d0ca3c,0958339145,JTP,2024,25000000,Mesuji,False,False,2026-05-17T15:02:44+07:00
PKMaa7ca5f3,Pengabdian Innovative Industry - 0904cbad,0958339145,JTP,2021,3000000,Lampung Utara,False,False,2026-05-17T15:02:44+07:00
PKM489842a1,Pengabdian Sustainable Energy - ba85e3a7,0762844146,JTI,2022,50000000,Mesuji,False,True,2026-05-17T15:02:44+07:00
PKM2db7b87e,Pengabdian Innovative Industry - efda0cda,0301765147,JTK,2020,50000000,Tulang Bawang,False,True,2026-05-17T15:02:44+07:00
PKM233195eb,Pengabdian Innovative Industry - 9158d145,0301765147,JTK,2024,5000000,Mesuji,False,False,2026-05-17T15:02:44+07:00
PKMf9638ed3,Pengabdian Innovative Industry - 60ab8ff7,0922288148,JTI,2025,25000000,Lampung Utara,False,False,2026-05-17T15:02:44+07:00
PKM878c0732,Pengabdian Green Infrastructure - 2b43cb52,0638825150,JTK,2025,50000000,Pesisir Barat,True,False,2026-05-17T15:02:44+07:00
PKM935c12e0,Pengabdian Green Infrastructure - f7561c38,0638825150,JTK,2024,10000000,Lampung Timur,False,False,2026-05-17T15:02:44+07:00
PKMd6066542,Pengabdian Green Infrastructure - 3dc1069e,0974410152,JSA,2021,10000000,Way Kanan,False,False,2026-05-17T15:02:44+07:00
PKMae0c1d14,Pengabdian Community Development - 6c1dd5d5,0179170157,JTP,2025,25000000,Lampung Tengah,False,True,2026-05-17T15:02:44+07:00
PKM4c26b3fe,Pengabdian Green Infrastructure - 877c6128,0899375158,JSA,2022,3000000,Bandar Lampung,False,False,2026-05-17T15:02:44+07:00
PKMf22a6f48,Pengabdian Green Infrastructure - bd3b208b,0461098159,JTK,2020,5000000,Lampung Barat,False,False,2026-05-17T15:02:44+07:00
PKMc44a6682,Pengabdian Green Infrastructure - 63893c0a,0461098159,JTK,2023,50000000,Lampung Timur,False,False,2026-05-17T15:02:44+07:00
PKM2c4a0add,Pengabdian Community Development - 6821fe03,0991750160,JTP,2021,50000000,Lampung Selatan,False,False,2026-05-17T15:02:44+07:00
PKM65b4f545,Pengabdian Sustainable Energy - 42a1f2d4,0179170161,JMB,2024,3000000,Lampung Selatan,False,False,2026-05-17T15:02:44+07:00
PKM1bfd9cd8,Pengabdian Community Development - cf931347,0179170161,JMB,2021,5000000,Lampung Tengah,False,True,2026-05-17T15:02:44+07:00
PKM8167ae5a,Pengabdian Sustainable Energy - 8cefec4a,0186338162,JSA,2024,5000000,Pesawaran,False,False,2026-05-17T15:02:44+07:00
PKM7f5b90f4,Pengabdian Community Development - cbba5857,0468044163,JSA,2022,50000000,Lampung Tengah,False,False,2026-05-17T15:02:44+07:00
PKM96d20c90,Pengabdian Community Development - 4b42bc1b,0737625164,JTP,2024,25000000,Lampung Selatan,False,False,2026-05-17T15:02:44+07:00
PKM1f62ce52,Pengabdian Green Infrastructure - 3c1552e0,0737625164,JTP,2022,10000000,Lampung Timur,False,False,2026-05-17T15:02:44+07:00
PKM095a8c04,Pengabdian Sustainable Energy - c4b2c4e3,0737625164,JTP,2024,10000000,Pesawaran,False,False,2026-05-17T15:02:44+07:00
PKM13534222,Pengabdian Sustainable Energy - 84c6f798,0923173165,JMB,2025,25000000,Tanggamus,False,False,2026-05-17T15:02:44+07:00
PKM18d98a62,Pengabdian Innovative Industry - 8e6a64fd,0122252166,JMB,2023,10000000,Lampung Utara,False,False,2026-05-17T15:02:44+07:00
